,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,qmmp.csv,mesa3d.csv
bulmages.csv,0.02,0.0,0.17,0.0,0.95,0.33,0.12,0.03,0.08,0.0,0.0,0.12,0.02,0.1,0.17,0.06
codeblocks.csv,0.5,0.98,0.29,0.23,0.9,0.97,0.83,0.62,0.88,0.89,1.0,0.94,0.82,0.03,0.86,0.72
grisbi.csv,0.9,0.86,0.86,0.95,0.95,1.0,1.0,1.0,0.62,0.67,1.0,0.77,0.85,0.77,0.97,0.88
libmesh.csv,0.14,0.03,0.43,0.21,0.29,0.4,0.32,0.35,0.96,0.33,0.4,0.08,0.3,0.77,0.1,0.01
mesa3d.csv,0.17,0.23,0.34,0.47,0.24,0.47,0.12,0.26,0.23,0.33,0.2,0.21,0.21,0.19,0.41,0.88
panda3d.csv,0.07,0.36,0.2,0.12,0.38,0.27,0.23,0.07,0.15,0.33,0.2,0.94,0.21,0.23,0.33,0.3
proftp.csv,0.24,0.28,0.51,0.3,0.19,0.97,0.18,0.22,0.08,0.22,0.4,0.29,0.09,0.32,0.25,0.26
qmmp.csv,0.69,0.5,0.46,0.65,0.67,0.6,0.65,0.66,0.42,0.78,0.8,0.5,0.62,0.35,0.98,0.74
red5.csv,0.45,0.34,0.4,1.0,0.52,0.2,0.58,0.62,0.27,0.67,0.6,0.15,0.24,0.13,0.33,0.2
soar.csv,0.74,0.54,0.71,0.53,0.62,0.43,0.32,0.52,0.73,0.56,0.8,0.75,0.86,0.97,0.63,0.74
super-tux.csv,0.79,0.99,0.51,0.63,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.03,0.98,1.0
t-2.csv,0.55,0.59,0.4,0.56,0.9,0.37,0.83,0.92,0.88,0.67,0.8,0.62,0.64,0.77,0.67,0.28
tart.csv,0.07,0.01,0.14,0.0,0.0,0.1,0.02,0.01,0.0,0.0,1.0,0.02,0.02,0.65,0.03,0.0
tcvp.csv,0.21,0.37,0.37,0.21,0.19,0.47,0.23,0.03,0.04,0.89,0.2,0.44,0.16,0.87,0.33,0.23
utgb.csv,0.17,0.28,1.0,0.28,0.29,0.23,0.14,0.45,0.46,0.22,0.2,0.33,0.36,0.77,0.16,0.59
xbrlapi.csv,0.95,0.28,0.09,0.4,0.43,0.27,0.08,0.41,0.23,0.22,0.2,0.33,0.19,0.42,0.32,0.78
