,xstore.csv,pcsx2.csv,dataobjectsdotnet.csv,img-browse-sort.csv
dataobjectsdotnet.csv,0.95,0.01,0.3,0.18
img-browse-sort.csv,0.61,0.56,0.34,0.21
pcsx2.csv,0.49,0.33,0.49,0.87
xstore.csv,0.24,0.44,0.66,0.61
