,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv
lazarus-ccr.csv,0.79,0.68,0.89,0.71,0.36
lcfizvtop.csv,0.5,0.88,0.5,0.86,0.82
migen.csv,0.62,0.68,0.06,0.29,0.36
mvnforum.csv,0.04,0.29,0.5,0.62,0.09
plplot.csv,0.83,0.59,0.39,0.57,0.27
