,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv
lazarus-ccr.csv,0.18,0.63,0.59,0.7,0.77
lcfizvtop.csv,0.64,0.56,0.45,0.74,0.19
migen.csv,0.79,0.3,0.23,0.16,0.15
mvnforum.csv,0.0,0.23,0.27,0.74,0.19
plplot.csv,0.82,0.35,0.32,0.21,0.23
