,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv
lazarus-ccr.csv,0.54,0.42,0.36,0.71,0.56
lcfizvtop.csv,0.37,0.35,0.38,0.47,0.56
migen.csv,0.41,0.42,0.91,0.6,0.64
mvnforum.csv,0.0,0.95,0.71,0.73,0.9
plplot.csv,0.37,0.43,0.52,0.62,0.79
