,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv
lazarus-ccr.csv,0.27,0.71,0.6,0.76,1.0
lcfizvtop.csv,0.81,0.57,0.68,0.75,0.26
migen.csv,0.87,0.44,0.97,0.73,0.65
mvnforum.csv,0.96,0.74,0.57,0.83,0.93
plplot.csv,0.84,0.54,0.69,0.48,0.76
