,thrust.csv,k3b.csv,mp-rechnungs-und-kundenverwaltung.csv,fityk.csv
fityk.csv,0.82,0.53,0.51,1.0
k3b.csv,0.0,0.95,0.66,0.48
mp-rechnungs-und-kundenverwaltung.csv,0.18,0.52,0.91,0.18
thrust.csv,0.94,0.47,0.19,0.05
