,thrust.csv,k3b.csv,mp-rechnungs-und-kundenverwaltung.csv,fityk.csv
fityk.csv,0.91,0.75,0.63,0.0
k3b.csv,1.01,0.05,0.59,0.61
mp-rechnungs-und-kundenverwaltung.csv,0.83,0.79,0.09,0.91
thrust.csv,0.06,0.7,0.84,0.96
