,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,monetdb.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,pydev.csv,codepurge.csv,bibletime.csv
badtrinity-zero.csv,91.5,99.0,196.5,0.0,1159.5,98.5,90.5,882.0,0.0,159.0,197.0,739.0,98.5
bibletime.csv,96.5,98.5,291.0,292.5,192.5,98.5,95.5,585.5,191.0,98.5,295.5,841.0,97.5
boost.csv,96.5,98.5,294.0,291.5,855.0,98.5,97.5,482.5,94.5,191.0,286.5,921.0,96.5
codepurge.csv,91.5,99.0,93.5,389.0,189.0,98.5,97.5,290.5,191.0,98.5,288.5,976.0,97.5
etics.csv,96.5,98.5,195.0,389.0,148.5,98.5,90.5,195.0,292.0,191.0,177.0,1378.5,96.5
gusanos.csv,96.5,458.5,196.0,291.5,93.5,98.5,98.5,586.5,193.5,77.5,295.5,829.5,98.5
kvs.csv,96.5,717.0,89.5,92.5,93.5,192.0,346.0,585.5,191.0,98.5,483.5,65.5,93.5
mcore3d.csv,68.5,99.0,295.0,291.5,1258.5,95.5,296.5,481.5,94.5,98.5,295.5,910.0,98.5
modellus.csv,96.5,98.5,195.0,487.5,170.5,98.5,97.5,587.0,292.0,440.5,98.5,1384.5,98.5
monetdb.csv,81.5,98.5,293.0,91.5,585.5,98.5,97.5,683.0,192.5,94.5,280.5,1108.0,142.0
projecteqemu.csv,93.5,98.5,96.5,485.5,110.5,98.5,174.0,191.0,93.5,94.5,197.0,1110.0,96.5
pydev.csv,96.5,98.5,294.0,194.0,1159.5,98.5,197.5,583.5,94.5,98.5,187.0,554.0,98.5
xbplayer.csv,81.5,99.0,92.5,292.5,27.0,98.5,95.5,585.5,94.5,183.0,385.0,658.5,94.5
