,gtad.csv,projectts.csv,scen-connect.csv,wxlua.csv,ipfire-wall.csv,cubefs.csv,mumble.csv,irplus.csv,powerfolder.csv,smartgwt.csv,ondex.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,quantlib.csv,tweetsharp.csv
cubefs.csv,1.0,1.0,0.95,0.84,0.66,0.46,0.64,0.69,0.9,0.25,0.74,0.25,0.68,0.91,0.96,0.59
fleet-simulator.csv,0.99,1.0,0.34,1.0,0.97,0.64,0.85,0.83,0.87,0.51,0.99,0.02,0.75,0.8,0.82,0.87
geogebra.csv,0.42,0.6,0.36,0.85,0.67,0.92,0.6,0.69,0.54,0.63,0.7,0.63,0.62,0.41,0.98,0.66
gtad.csv,0.17,0.87,0.34,0.94,0.54,0.89,0.51,0.6,1.04,0.51,0.91,0.74,0.68,0.65,1.0,0.61
hibernate.csv,0.75,0.77,1.09,0.75,0.5,0.61,0.76,0.53,0.76,0.72,0.82,0.57,0.53,0.55,0.74,0.76
ipfire-wall.csv,0.5,0.85,1.0,0.86,0.27,0.92,0.47,0.83,0.55,0.53,0.94,0.74,0.73,0.58,0.9,0.63
irplus.csv,0.55,0.7,0.11,0.75,0.41,0.75,0.47,0.48,0.27,0.47,0.76,0.54,0.6,0.51,0.63,0.71
mumble.csv,0.52,0.62,1.22,0.78,1.0,0.69,0.22,0.81,0.92,0.67,0.69,0.02,0.65,0.67,0.79,0.81
ondex.csv,0.69,1.0,1.05,0.94,0.54,0.86,0.5,0.73,0.94,0.87,0.51,0.78,0.71,0.6,0.88,0.52
powerfolder.csv,0.53,0.77,1.01,0.83,0.59,0.78,0.5,0.73,0.1,0.68,0.8,0.62,0.62,0.69,0.76,0.52
projectts.csv,0.64,0.62,0.87,0.81,0.62,0.67,0.57,0.81,0.51,0.33,0.75,0.53,0.64,0.53,0.89,0.74
quantlib.csv,1.02,1.0,1.0,0.88,1.0,0.86,1.0,0.84,1.02,0.99,1.0,1.13,1.0,1.0,0.48,1.0
smartgwt.csv,0.73,0.75,0.34,0.52,0.7,0.74,0.65,0.76,0.15,0.29,0.75,1.3,0.71,0.61,0.72,0.76
tweetsharp.csv,1.04,0.72,0.97,0.6,0.96,0.96,0.54,0.74,1.09,1.05,0.75,1.21,0.84,0.86,0.77,0.33
wxlua.csv,0.98,0.8,1.05,0.63,0.77,0.82,0.79,0.96,0.09,0.24,0.77,1.3,0.95,0.87,0.72,0.68
