,gtad.csv,projectts.csv,scen-connect.csv,wxlua.csv,ipfire-wall.csv,cubefs.csv,mumble.csv,irplus.csv,powerfolder.csv,smartgwt.csv,ondex.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,quantlib.csv,tweetsharp.csv
cubefs.csv,0.03,0.58,0.02,0.89,0.44,0.82,0.69,0.38,0.04,0.55,0.16,0.96,0.3,0.22,0.12,0.83
fleet-simulator.csv,0.03,0.56,0.05,0.92,0.33,0.73,0.31,0.38,0.04,0.62,0.17,1.0,0.3,0.26,0.23,0.75
geogebra.csv,0.06,0.65,0.04,1.0,0.35,0.75,0.37,0.38,0.06,0.77,0.17,1.0,0.39,0.43,0.05,0.77
gtad.csv,0.14,0.83,0.05,1.0,0.53,0.82,0.54,0.55,0.0,0.75,0.18,1.0,0.43,0.57,0.0,0.83
hibernate.csv,0.04,0.59,0.0,1.0,0.47,0.75,0.32,0.48,0.05,0.29,0.19,1.0,0.44,0.31,0.2,0.73
ipfire-wall.csv,0.2,0.67,0.0,0.93,0.64,0.75,0.44,0.36,0.06,0.37,0.12,1.0,0.43,0.36,0.14,0.85
irplus.csv,0.05,0.65,0.12,0.91,0.52,0.67,0.44,0.53,0.13,0.4,0.16,1.0,0.4,0.48,0.25,0.74
mumble.csv,0.09,0.64,0.0,0.95,0.0,0.92,0.65,0.32,0.02,0.48,0.18,1.0,0.32,0.24,0.21,0.67
ondex.csv,0.03,0.0,0.0,1.0,0.44,0.62,0.41,0.38,0.02,0.32,0.29,1.0,0.37,0.44,0.27,0.91
powerfolder.csv,0.07,0.59,0.0,1.0,0.4,0.67,0.4,0.38,0.29,0.36,0.27,0.95,0.42,0.29,0.18,0.88
projectts.csv,0.03,0.68,0.02,0.89,0.38,0.8,0.36,0.32,0.07,0.64,0.15,0.96,0.38,0.34,0.12,0.73
quantlib.csv,0.0,0.0,0.0,0.92,0.0,0.67,0.0,0.27,0.0,0.21,0.17,0.68,0.29,0.22,0.35,0.0
smartgwt.csv,0.04,0.56,0.05,0.96,0.38,0.67,0.34,0.86,0.22,0.6,0.16,0.22,0.44,0.27,0.2,0.75
tweetsharp.csv,0.0,0.58,0.02,0.95,0.22,0.66,0.38,0.34,0.01,0.08,0.16,0.56,0.26,0.15,0.17,0.91
wxlua.csv,0.02,0.57,0.0,0.94,0.35,0.69,0.25,0.5,0.31,0.66,0.17,0.22,0.33,0.14,0.21,0.79
