,gtad.csv,projectts.csv,scen-connect.csv,wxlua.csv,ipfire-wall.csv,cubefs.csv,mumble.csv,irplus.csv,powerfolder.csv,smartgwt.csv,ondex.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,quantlib.csv,tweetsharp.csv
cubefs.csv,0.0,0.0,0.21,0.22,0.43,0.69,0.41,0.49,0.36,0.85,0.42,0.94,0.54,0.34,0.05,0.52
fleet-simulator.csv,0.05,0.0,0.91,0.0,0.13,0.54,0.47,0.5,0.44,0.54,0.05,0.98,0.58,0.55,0.51,0.41
geogebra.csv,0.87,0.58,0.9,0.18,0.57,0.1,0.72,0.49,0.61,0.42,0.49,0.42,0.49,0.68,0.05,0.61
gtad.csv,0.96,0.17,0.91,0.07,0.54,0.15,0.56,0.48,0.0,0.54,0.11,0.31,0.39,0.4,0.0,0.49
hibernate.csv,0.62,0.31,0.0,0.29,0.77,0.59,0.6,0.63,0.61,0.66,0.51,0.49,0.58,0.7,0.41,0.54
ipfire-wall.csv,0.55,0.19,0.0,0.18,0.86,0.1,0.65,0.24,0.61,0.58,0.07,0.31,0.33,0.51,0.14,0.44
irplus.csv,0.8,0.39,0.98,0.38,0.78,0.44,0.68,0.65,0.93,0.65,0.37,0.52,0.5,0.55,0.52,0.56
mumble.csv,0.55,0.57,0.0,0.27,0.0,0.36,0.87,0.49,0.38,0.39,0.57,0.98,0.53,0.56,0.54,0.36
ondex.csv,0.5,0.0,0.0,0.07,0.61,0.44,0.64,0.4,0.36,0.16,0.6,0.26,0.36,0.47,0.15,0.55
powerfolder.csv,0.54,0.31,0.0,0.2,0.63,0.51,0.69,0.4,0.98,0.39,0.25,0.44,0.47,0.4,0.44,0.56
projectts.csv,0.52,0.49,0.43,0.31,0.56,0.4,0.7,0.49,0.61,0.72,0.46,0.53,0.46,0.59,0.28,0.53
quantlib.csv,0.0,0.0,0.0,0.4,0.0,0.46,0.0,0.27,0.0,0.09,0.0,0.22,0.0,0.0,0.64,0.0
smartgwt.csv,0.65,0.53,0.91,0.58,0.63,0.45,0.67,0.28,0.97,0.77,0.52,0.05,0.35,0.57,0.5,0.57
tweetsharp.csv,0.0,0.54,0.13,0.49,0.37,0.23,0.65,0.48,0.21,0.22,0.54,0.16,0.49,0.38,0.43,0.75
wxlua.csv,0.34,0.52,0.0,0.72,0.56,0.51,0.5,0.05,0.98,0.81,0.31,0.05,0.07,0.28,0.57,0.66
