,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.41,0.33,0.45,0.42
google-caja.csv,0.38,0.35,0.33,0.32
itext.csv,0.49,0.35,0.28,0.44
plee-the-bear.csv,0.97,0.43,0.63,0.48
