,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.11,0.83,1.0,0.69
google-caja.csv,0.16,1.0,0.79,0.74
itext.csv,0.19,0.77,0.67,1.0
plee-the-bear.csv,0.97,0.68,0.66,0.62
