,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.98,0.89,0.0,1.0
google-caja.csv,0.63,0.0,0.56,0.3
itext.csv,0.44,0.26,0.56,0.0
plee-the-bear.csv,0.0,0.96,0.78,0.93
