,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.09,0.37,1.0,0.0
google-caja.csv,0.72,1.0,0.63,0.73
itext.csv,0.75,0.69,0.52,1.0
plee-the-bear.csv,0.98,0.16,0.42,0.26
