,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,58.0,4.0,0.0,10.0
google-caja.csv,45.0,0.0,0.0,2.0
itext.csv,6.0,1.0,0.0,0.0
plee-the-bear.csv,0.0,1.0,0.0,10.0
