,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.06,0.75,1.0,0.53
google-caja.csv,0.09,1.0,0.9,0.74
itext.csv,0.11,0.88,0.87,1.0
plee-the-bear.csv,0.97,0.67,0.83,0.5
