,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.99,0.89,0.0,1.0
google-caja.csv,0.63,0.0,0.63,0.4
itext.csv,0.47,0.41,0.72,0.0
plee-the-bear.csv,0.03,1.01,0.9,0.95
