,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.97,0.94,1.0,1.0
google-caja.csv,0.94,1.0,0.71,0.74
itext.csv,0.82,0.68,0.55,1.0
plee-the-bear.csv,0.97,0.68,0.55,0.82
