,flylinkdc.csv,powerfolder-.csv,ltp.csv,pfaedit.csv,aime.csv,qtwin.csv
aime.csv,0.05,0.03,0.61,0.24,0.57,0.67
flylinkdc.csv,0.65,0.81,0.8,0.74,0.79,1.0
ltp.csv,0.41,0.71,0.77,0.72,0.71,0.17
pfaedit.csv,0.62,0.65,0.04,0.76,0.43,0.83
powerfolder-.csv,0.73,0.58,0.25,0.0,0.71,1.0
qtwin.csv,0.0,0.42,0.0,0.0,0.07,1.0
