,flylinkdc.csv,powerfolder-.csv,ltp.csv,pfaedit.csv,aime.csv,qtwin.csv
aime.csv,0.67,0.75,0.57,0.92,0.58,0.83
flylinkdc.csv,0.57,0.45,0.44,0.39,0.4,0.52
ltp.csv,0.8,0.38,0.48,0.42,0.6,0.66
pfaedit.csv,0.57,0.43,0.95,0.37,0.5,0.62
powerfolder-.csv,0.52,0.55,0.62,0.67,0.44,0.51
qtwin.csv,0.67,0.54,0.0,0.0,0.67,1.0
