,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.27,0.0,0.55,1.0
miranda-icq.csv,0.57,0.33,0.98,0.35
red5.csv,1.0,0.14,0.53,0.53
thrust.csv,0.17,0.95,0.37,0.4
