,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.8,1.0,0.62,0.01
miranda-icq.csv,0.61,0.78,0.02,0.77
red5.csv,0.0,0.95,0.81,0.75
thrust.csv,0.88,0.06,0.76,0.72
