,kdenlive.csv,jatlas.csv,m-m-m.csv,x-ray-mule.csv,jrefactory.csv,algebsql.csv,emisview.csv,opennms.csv,rohxel.csv,cuberok.csv,jgossipforum.csv,octet.csv,power-architect.csv,jchassis.csv,jas.csv,poormans.csv,opendvr.csv,synecdoche.csv,javaprofiler.csv,thedata.csv
algebsql.csv,3.0,21.0,0.0,1.0,0.0,1.0,10.0,1.0,0.0,4.0,144.0,3.0,0.0,6.0,9.0,30.0,0.0,3.0,0.0,10.0
cuberok.csv,109.0,11.0,0.0,49.0,88.0,2.0,75.0,104.0,2.0,1.0,0.0,2.0,67.0,9.0,0.0,1.0,0.0,71.0,0.0,65.0
emisview.csv,3.0,19.0,0.0,49.0,1.0,3.0,0.0,0.0,0.0,4.0,62.0,7.0,1.0,67.0,0.0,14.0,1.0,0.0,0.0,65.0
jas.csv,109.0,5.0,60.0,49.0,88.0,0.0,75.0,104.0,0.0,56.0,18.0,6.0,67.0,67.0,0.0,2.0,74.0,71.0,0.0,65.0
jatlas.csv,109.0,0.0,0.0,49.0,88.0,0.0,75.0,104.0,1.0,56.0,11.0,5.0,67.0,67.0,6.0,3.0,0.0,71.0,0.0,65.0
javaprofiler.csv,109.0,32.0,0.0,49.0,88.0,10.0,75.0,104.0,0.0,4.0,24.0,5.0,67.0,10.0,4.0,21.0,0.0,71.0,0.0,65.0
jchassis.csv,109.0,66.0,60.0,49.0,88.0,67.0,75.0,104.0,49.0,56.0,224.0,57.0,67.0,0.0,124.0,161.0,74.0,71.0,110.0,65.0
jgossipforum.csv,109.0,3.0,0.0,49.0,88.0,67.0,75.0,104.0,2.0,1.0,0.0,5.0,67.0,67.0,124.0,1.0,3.0,71.0,1.0,65.0
jrefactory.csv,3.0,32.0,0.0,1.0,0.0,10.0,15.0,0.0,0.0,3.0,106.0,5.0,0.0,12.0,10.0,41.0,0.0,3.0,0.0,10.0
kdenlive.csv,0.0,40.0,0.0,49.0,3.0,10.0,5.0,1.0,1.0,4.0,151.0,5.0,0.0,10.0,10.0,41.0,0.0,0.0,0.0,10.0
m-m-m.csv,109.0,36.0,0.0,49.0,88.0,10.0,75.0,104.0,0.0,4.0,224.0,5.0,67.0,10.0,9.0,21.0,0.0,71.0,0.0,65.0
octet.csv,109.0,66.0,0.0,49.0,88.0,0.0,75.0,104.0,0.0,2.0,224.0,0.0,67.0,67.0,124.0,161.0,0.0,71.0,0.0,65.0
opendvr.csv,109.0,3.0,0.0,49.0,88.0,7.0,75.0,104.0,0.0,1.0,224.0,11.0,67.0,67.0,8.0,0.0,0.0,71.0,0.0,65.0
opennms.csv,0.0,34.0,0.0,49.0,2.0,9.0,75.0,0.0,1.0,4.0,130.0,3.0,0.0,8.0,10.0,13.0,0.0,1.0,0.0,23.0
poormans.csv,2.0,0.0,0.0,49.0,88.0,5.0,0.0,104.0,1.0,0.0,224.0,0.0,0.0,67.0,124.0,0.0,1.0,1.0,0.0,65.0
power-architect.csv,3.0,41.0,0.0,49.0,0.0,10.0,9.0,0.0,0.0,4.0,154.0,5.0,0.0,10.0,10.0,41.0,0.0,3.0,0.0,10.0
rohxel.csv,0.0,32.0,0.0,49.0,1.0,9.0,13.0,4.0,0.0,3.0,87.0,3.0,0.0,67.0,10.0,18.0,2.0,2.0,0.0,4.0
synecdoche.csv,0.0,42.0,0.0,49.0,0.0,10.0,1.0,1.0,0.0,4.0,152.0,5.0,0.0,10.0,10.0,41.0,0.0,0.0,0.0,9.0
thedata.csv,3.0,20.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,7.0,108.0,3.0,0.0,67.0,51.0,25.0,2.0,3.0,0.0,0.0
x-ray-mule.csv,3.0,42.0,0.0,1.0,0.0,10.0,10.0,1.0,0.0,4.0,154.0,5.0,0.0,10.0,10.0,41.0,0.0,3.0,0.0,10.0
