,kdenlive.csv,jatlas.csv,m-m-m.csv,x-ray-mule.csv,jrefactory.csv,algebsql.csv,emisview.csv,opennms.csv,rohxel.csv,cuberok.csv,jgossipforum.csv,octet.csv,power-architect.csv,jchassis.csv,jas.csv,poormans.csv,opendvr.csv,synecdoche.csv,javaprofiler.csv,thedata.csv
algebsql.csv,0.42,0.54,0.62,0.46,0.37,0.68,0.3,0.34,0.88,0.7,0.42,0.86,0.34,0.94,0.45,0.54,0.54,0.38,0.56,0.36
cuberok.csv,0.0,0.55,0.48,0.0,0.0,0.52,0.0,0.0,0.53,0.57,0.0,0.53,0.0,0.6,0.65,0.91,0.48,0.0,0.86,0.0
emisview.csv,0.42,0.5,0.43,0.0,0.75,0.48,0.68,0.73,0.38,0.39,0.48,0.5,0.52,0.53,0.51,0.43,0.44,0.42,0.52,0.86
jas.csv,0.0,0.86,0.5,0.0,0.0,0.8,0.0,0.0,0.83,0.5,0.95,0.89,0.0,0.8,0.67,0.75,0.5,0.0,0.5,0.0
jatlas.csv,0.0,0.8,0.43,0.0,0.0,0.56,0.0,0.0,0.69,0.75,0.96,0.48,0.0,0.5,0.6,0.8,0.0,0.0,0.75,0.0
javaprofiler.csv,0.0,0.47,0.52,0.0,0.0,0.41,0.0,0.0,0.35,0.43,0.73,0.45,0.0,0.5,0.42,0.48,0.43,0.0,0.47,0.0
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
jgossipforum.csv,0.0,0.83,0.5,0.0,0.0,0.0,0.0,0.0,0.58,0.44,0.0,0.78,0.0,0.71,0.67,0.8,0.67,0.0,0.93,0.0
jrefactory.csv,0.48,0.52,0.66,0.5,0.52,0.48,0.45,0.53,0.48,0.4,0.71,0.47,0.41,0.6,0.51,0.63,0.53,0.45,0.53,0.38
kdenlive.csv,0.43,0.4,0.56,0.0,0.38,0.41,0.33,0.38,0.33,0.37,0.4,0.45,0.33,0.5,0.42,0.45,0.44,0.34,0.4,0.36
m-m-m.csv,0.0,0.44,0.61,0.0,0.0,0.42,0.0,0.0,0.4,0.37,0.98,0.46,0.0,0.5,0.58,0.79,0.46,0.0,0.55,0.8
octet.csv,0.0,0.5,0.71,0.0,0.0,0.9,0.0,0.0,0.62,0.9,0.0,0.83,0.0,0.5,0.0,0.0,0.87,0.0,0.8,0.0
opendvr.csv,0.0,0.8,0.58,0.0,0.0,0.48,0.0,0.0,0.71,0.44,0.0,0.5,0.0,0.56,0.86,0.88,0.89,0.0,0.78,0.0
opennms.csv,0.83,0.41,0.55,0.0,0.81,0.6,0.86,0.9,0.38,0.45,0.42,0.45,0.54,0.5,0.42,0.47,0.47,0.58,0.44,0.58
poormans.csv,0.75,0.67,0.0,0.0,0.0,0.58,0.83,0.0,0.62,0.9,0.83,0.88,0.75,0.0,0.5,0.71,0.75,0.67,0.75,0.0
power-architect.csv,0.43,0.39,0.56,0.0,0.42,0.41,0.39,0.38,0.36,0.37,0.41,0.46,0.4,0.5,0.42,0.45,0.44,0.43,0.41,0.36
rohxel.csv,0.35,0.39,0.57,0.0,0.42,0.45,0.32,0.39,0.37,0.37,0.54,0.43,0.33,0.5,0.51,0.44,0.44,0.34,0.41,0.34
synecdoche.csv,0.83,0.39,0.56,0.0,0.0,0.41,0.5,0.5,0.36,0.37,0.41,0.45,0.39,0.5,0.42,0.45,0.44,0.59,0.4,0.35
thedata.csv,0.37,0.87,0.7,0.33,0.55,0.55,0.7,0.49,0.56,0.4,0.53,0.53,0.43,0.66,0.67,0.57,0.48,0.33,0.55,0.75
x-ray-mule.csv,0.42,0.39,0.56,0.46,0.37,0.41,0.3,0.34,0.36,0.37,0.4,0.45,0.34,0.5,0.42,0.45,0.44,0.38,0.4,0.36
