,qgo.csv,firebird.csv,applet2app.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,webdriver.csv,mscore.csv,yafdotnet.csv,nabu-library.csv,jparsec.csv,xined.csv,ns-3-dev-def-routing.csv,open-ms.csv,biodwh.csv,jcache.csv
applet2app.csv,0.61,0.63,0.48,0.5,0.52,0.47,0.33,0.55,0.47,0.63,0.37,0.33,0.44,0.52,0.36,0.39
biodwh.csv,0.75,0.97,0.77,0.67,0.87,0.75,0.47,0.72,0.75,0.99,0.39,0.62,0.53,0.72,0.62,0.43
blue-c.csv,0.43,0.53,0.48,0.54,0.61,0.5,0.38,0.47,0.53,0.86,0.39,0.38,0.47,0.51,0.57,0.54
cities3d.csv,0.37,0.98,0.51,0.0,0.61,0.5,0.46,0.52,0.86,0.98,0.51,0.0,0.54,0.44,0.4,0.45
firebird.csv,0.42,0.45,0.47,0.5,0.36,0.5,0.36,0.53,0.43,0.62,0.39,0.39,0.41,0.59,0.34,0.53
jcache.csv,0.38,0.41,0.5,0.6,0.34,0.43,0.44,0.43,0.4,0.67,0.94,0.43,0.43,0.44,0.41,0.4
jparsec.csv,0.95,0.56,0.7,0.57,0.48,0.63,0.39,0.53,0.34,0.46,0.49,0.64,0.45,0.5,0.36,0.4
mscore.csv,0.37,0.38,0.43,0.43,0.56,0.38,0.38,0.42,0.51,0.56,0.4,0.36,0.4,0.43,0.37,0.53
nabu-library.csv,0.91,0.43,0.81,0.78,0.98,0.88,0.54,0.75,0.45,0.53,0.65,0.62,0.49,0.96,0.94,0.87
ns-3-dev-def-routing.csv,0.55,0.56,0.59,0.5,0.47,0.46,0.37,0.57,0.51,0.76,0.41,0.37,0.57,0.75,0.57,0.52
open-ms.csv,0.37,0.35,0.49,0.67,0.41,0.45,0.59,0.43,0.65,0.94,0.65,0.5,0.59,0.53,0.87,0.52
popeye-chess.csv,0.35,0.49,0.53,0.48,0.96,0.41,0.38,0.41,0.64,0.66,0.46,0.43,0.39,0.46,0.7,0.42
qgo.csv,0.43,0.33,0.39,0.43,0.29,0.37,0.3,0.38,0.32,0.37,0.36,0.35,0.37,0.39,0.29,0.33
webdriver.csv,0.36,0.41,0.48,0.51,0.47,0.4,0.5,0.46,0.6,0.68,0.53,0.38,0.46,0.54,0.52,0.5
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.59,0.0,0.0,0.0,0.47
yafdotnet.csv,0.33,0.34,0.42,0.38,0.33,0.34,0.39,0.36,0.44,0.55,0.44,0.36,0.36,0.38,0.29,0.4
