,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,wheat.csv,panda3d.csv
benojt.csv,0.33,0.42,0.33,0.35,0.38,0.35,0.45
jahshaka.csv,0.44,0.53,0.43,0.65,0.56,0.83,0.41
jatlas.csv,0.34,0.71,0.37,0.38,0.64,0.86,0.97
jedit.csv,0.43,0.46,0.42,0.36,0.41,0.33,0.42
open-media-library.csv,0.39,0.67,0.45,0.4,0.59,0.61,0.44
panda3d.csv,0.44,0.76,0.49,0.4,0.52,0.5,0.58
wheat.csv,0.44,0.5,0.34,0.42,0.49,0.46,0.4
