,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,wheat.csv,panda3d.csv
benojt.csv,0.85,1.0,1.0,0.01,0.97,1.0,1.0
jahshaka.csv,0.52,0.27,0.74,0.66,0.67,0.73,0.68
jatlas.csv,0.78,0.56,0.76,0.53,0.15,0.91,0.84
jedit.csv,0.31,0.82,0.66,1.0,0.97,0.81,0.59
open-media-library.csv,0.76,0.56,0.39,1.04,0.35,0.78,0.62
panda3d.csv,0.48,0.69,0.65,0.32,0.45,0.65,0.56
wheat.csv,0.74,0.67,1.0,0.4,0.58,0.49,0.65
