,dsworkbench.csv,adonthell.csv,freelords.csv,jpaul.csv,scenemonitor.csv,avisynth2.csv,gephex.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv
adonthell.csv,0.52,0.62,0.69,0.6,0.83,0.56,0.71,0.75,0.54,0.93,0.88
avisynth2.csv,0.5,0.0,0.0,0.0,0.0,0.67,0.0,0.5,0.0,0.0,0.0
coot.csv,0.92,0.65,0.66,0.79,0.9,0.8,0.54,0.58,0.95,0.49,0.7
dsworkbench.csv,0.42,0.84,0.67,0.5,0.67,0.6,0.74,0.87,0.5,0.93,0.95
freelords.csv,0.42,0.45,0.43,0.4,0.37,0.41,0.36,0.5,0.43,0.55,0.37
gephex.csv,0.41,0.57,0.54,0.5,0.89,0.88,0.48,0.57,0.76,0.47,0.47
jas.csv,0.92,0.84,0.76,0.0,0.5,0.0,0.97,0.94,0.88,0.48,0.74
jpaul.csv,0.75,0.0,0.8,0.65,0.67,0.67,0.0,0.98,0.86,0.89,0.0
ngl.csv,0.65,0.6,0.54,0.4,0.8,0.5,0.57,0.56,0.6,0.55,0.72
scenemonitor.csv,0.42,0.46,0.44,0.39,0.55,0.4,0.43,0.5,0.44,0.4,0.39
synecdoche.csv,0.45,0.96,0.47,0.72,0.45,0.61,0.81,0.81,0.56,0.94,0.64
