,dsworkbench.csv,adonthell.csv,freelords.csv,jpaul.csv,scenemonitor.csv,avisynth2.csv,gephex.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv
adonthell.csv,0.66,0.95,0.29,0.47,0.35,0.67,0.37,0.4,0.12,0.1,0.41
avisynth2.csv,0.04,0.0,0.01,0.0,0.0,1.0,0.0,0.01,0.0,0.0,0.0
coot.csv,0.22,0.42,0.38,0.41,0.2,0.33,0.49,0.52,0.12,0.95,0.41
dsworkbench.csv,1.0,0.53,0.33,0.53,0.45,0.33,0.32,0.29,0.25,0.15,0.31
freelords.csv,0.76,0.75,1.0,0.82,0.65,1.0,0.68,0.8,0.62,0.55,0.72
gephex.csv,0.9,0.72,0.44,0.53,0.2,0.0,0.99,0.61,0.12,0.65,0.59
jas.csv,0.16,0.22,0.28,0.06,0.05,0.0,0.24,0.24,1.0,0.75,0.34
jpaul.csv,0.22,0.0,0.04,1.0,0.4,0.0,0.0,0.13,0.25,0.1,0.0
ngl.csv,0.3,0.47,0.37,0.71,0.15,1.0,0.31,0.98,0.25,0.57,0.21
scenemonitor.csv,0.82,0.7,0.82,0.82,1.0,1.0,0.54,0.72,0.62,0.85,0.9
synecdoche.csv,0.64,0.28,0.58,0.29,0.65,0.33,0.21,0.33,0.38,0.15,0.97
