,dsworkbench.csv,adonthell.csv,freelords.csv,jpaul.csv,scenemonitor.csv,avisynth2.csv,gephex.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv
adonthell.csv,0.7,0.97,0.43,0.43,0.44,0.1,0.48,0.42,0.03,0.15,0.44
avisynth2.csv,0.08,0.0,0.02,0.0,0.0,1.0,0.0,0.02,0.0,0.0,0.0
coot.csv,0.35,0.49,0.51,0.45,0.27,0.09,0.57,0.54,0.07,0.96,0.41
dsworkbench.csv,1.0,0.62,0.46,0.42,0.51,0.06,0.45,0.35,0.07,0.22,0.38
freelords.csv,0.76,0.63,1.0,0.47,0.47,0.1,0.64,0.64,0.14,0.49,0.52
gephex.csv,0.85,0.65,0.59,0.49,0.28,0.0,0.99,0.55,0.07,0.55,0.45
jas.csv,0.25,0.27,0.39,0.11,0.09,0.0,0.34,0.32,1.0,0.6,0.38
jpaul.csv,0.35,0.0,0.07,1.0,0.5,0.0,0.0,0.21,0.09,0.16,0.0
ngl.csv,0.41,0.53,0.5,0.57,0.2,0.21,0.42,0.99,0.11,0.57,0.26
scenemonitor.csv,0.82,0.62,0.78,0.51,1.0,0.1,0.58,0.6,0.1,0.69,0.56
synecdoche.csv,0.73,0.39,0.67,0.29,0.51,0.1,0.31,0.39,0.1,0.21,0.98
