,rhex.csv,qgo.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,applet2app.csv,yield.csv,blue-c.csv,hydrogen.csv,virtuoso.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.22,0.54,0.38,0.59,0.32,0.0,0.07,0.24,0.08,0.19,0.26,0.27,0.33,0.38,0.12
autowikibrowser.csv,0.26,0.26,0.23,0.66,0.19,0.36,0.07,0.08,0.19,0.21,0.4,0.06,0.0,0.38,0.12
blue-c.csv,0.52,0.46,0.49,0.28,0.51,0.65,0.49,0.0,0.8,0.54,0.72,0.55,0.48,0.4,0.5
dynalloy.csv,0.16,0.46,0.01,0.18,0.3,0.42,0.34,0.12,0.22,0.3,0.42,0.12,0.13,0.24,0.12
hydrogen.csv,0.07,0.49,0.23,0.2,0.23,0.13,0.32,0.04,0.0,0.3,0.12,0.03,0.26,0.26,0.16
jcae.csv,0.01,0.0,0.09,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.05,0.0,0.02,0.02,0.03
lphant.csv,0.47,0.49,0.47,0.63,0.64,0.54,0.53,0.16,0.31,0.52,0.37,0.0,0.46,0.41,0.16
nosleepsoftware.csv,0.3,0.17,0.24,0.47,0.0,0.21,0.06,0.12,0.11,0.42,0.14,0.0,0.06,0.32,0.19
qgo.csv,0.31,0.0,0.18,0.37,0.04,0.24,0.01,0.0,0.2,0.49,0.28,0.27,0.28,0.28,0.16
quickfast.csv,0.52,0.43,0.47,0.68,0.26,0.43,0.16,0.16,0.39,0.6,0.51,0.39,0.39,0.57,0.0
rhex.csv,0.0,0.14,0.2,0.27,0.11,0.11,0.07,0.0,0.01,0.07,0.0,0.0,0.13,0.0,0.03
rocrail.csv,0.09,0.03,0.08,0.04,0.04,0.09,0.01,0.04,0.04,0.14,0.05,0.09,0.31,0.0,0.03
virtuoso.csv,0.27,0.49,0.85,0.8,0.55,0.81,0.53,0.48,0.55,0.01,0.28,0.79,0.35,0.55,0.44
xined.csv,0.06,0.8,0.62,0.44,0.02,0.49,0.04,0.0,0.26,0.08,0.0,0.15,0.11,0.11,0.09
yield.csv,0.51,0.57,0.44,0.65,0.38,0.56,0.01,0.12,0.53,0.41,0.74,0.61,0.57,0.48,0.53
