,rhex.csv,qgo.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,applet2app.csv,yield.csv,blue-c.csv,hydrogen.csv,virtuoso.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.54,0.49,0.49,0.78,0.58,0.96,0.2,0.51,0.36,0.17,0.44,0.58,0.48,0.7,0.5
autowikibrowser.csv,0.46,0.62,0.29,0.67,0.6,0.57,0.48,0.45,0.6,0.44,0.52,0.41,1.0,0.77,0.64
blue-c.csv,0.56,0.61,0.67,0.59,0.45,0.58,0.69,0.98,0.54,0.41,0.66,0.62,0.52,0.76,0.36
dynalloy.csv,0.38,0.48,0.97,0.26,0.0,0.52,0.69,0.38,0.59,0.44,0.67,0.37,0.29,0.27,0.25
hydrogen.csv,0.38,0.53,0.25,0.48,0.29,0.32,0.22,0.24,0.95,0.55,0.24,0.17,0.34,0.73,0.39
jcae.csv,0.0,0.09,0.05,0.91,0.0,0.11,0.04,0.0,0.15,0.0,0.24,0.17,0.19,0.06,0.02
lphant.csv,0.57,0.58,0.68,0.69,0.58,0.61,0.55,0.64,0.69,0.65,0.43,1.0,0.59,0.79,0.55
nosleepsoftware.csv,0.6,0.61,0.12,0.71,0.95,0.37,0.19,0.2,0.55,0.61,0.34,0.11,0.39,0.61,0.57
qgo.csv,0.53,1.0,0.22,0.89,0.36,0.48,0.28,0.16,0.65,0.71,0.53,0.45,0.7,0.8,0.52
quickfast.csv,0.5,0.59,0.46,0.61,0.53,0.59,0.45,0.42,0.57,0.57,0.57,0.7,0.73,0.72,0.98
rhex.csv,0.79,0.42,0.2,0.37,0.15,0.27,0.07,0.04,0.07,0.12,0.12,0.0,0.09,0.41,0.05
rocrail.csv,0.38,0.48,0.16,0.38,0.23,0.36,0.19,0.24,0.43,0.53,0.35,0.37,0.4,1.0,0.2
virtuoso.csv,0.29,0.67,0.44,0.56,0.33,0.48,0.57,0.63,0.62,0.94,0.53,0.52,0.62,0.67,0.35
xined.csv,0.29,0.5,0.54,0.36,0.0,0.53,0.19,0.09,0.59,0.23,1.0,0.27,0.17,0.5,0.13
yield.csv,0.5,0.74,0.64,0.73,0.52,0.65,0.97,0.55,0.58,0.61,0.6,0.64,0.74,0.68,0.71
