,reactos-mirror.csv,flylegacy.csv,etics.csv,bloodycore.csv,gzigzag.csv,blue-c.csv,jguard.csv,flexpay.csv,unbvision.csv,ppcboot.csv,auber.csv,img-browse-sort.csv,qdvdauthor.csv,biodwh.csv,ftm.csv,jcache.csv
auber.csv,0.61,0.49,0.21,0.66,0.65,0.58,0.56,0.09,0.63,0.62,0.78,0.42,0.67,0.05,0.65,0.0
biodwh.csv,0.52,0.29,0.42,0.33,0.39,0.16,0.41,0.38,0.27,0.21,0.36,0.1,0.65,0.78,0.53,0.75
bloodycore.csv,0.05,0.37,0.32,0.62,0.38,0.12,0.12,0.13,0.09,0.35,0.45,0.43,0.24,0.1,0.16,0.4
blue-c.csv,0.67,0.56,0.27,0.46,0.58,0.81,0.45,0.53,0.62,0.46,0.76,0.77,0.68,0.52,0.68,0.66
etics.csv,0.53,0.29,0.85,0.33,0.42,0.27,0.34,0.43,0.48,0.41,0.36,0.36,0.44,0.68,0.6,0.61
flexpay.csv,0.07,0.41,0.0,0.33,0.64,0.4,0.5,0.51,0.43,0.56,0.36,0.44,0.28,0.35,0.31,0.63
flylegacy.csv,0.02,0.65,0.41,0.46,0.48,0.77,0.64,0.42,0.51,0.21,0.7,0.56,0.53,0.44,0.0,0.32
ftm.csv,0.65,0.34,0.43,0.38,0.61,0.56,0.2,0.21,0.31,0.43,0.35,0.73,0.29,0.1,0.67,0.58
gzigzag.csv,0.27,0.46,0.36,0.39,0.48,0.55,0.53,0.56,0.55,0.19,0.43,0.0,0.36,0.46,0.52,0.54
img-browse-sort.csv,0.31,0.52,0.51,0.45,0.57,0.62,0.41,0.57,0.58,0.17,0.65,0.78,0.55,0.51,0.54,0.8
jcache.csv,0.61,0.67,0.75,0.42,0.6,0.48,0.54,0.32,0.57,0.34,0.63,0.64,0.6,0.46,0.54,0.89
jguard.csv,0.2,0.55,0.56,0.6,0.64,0.23,0.75,0.39,0.5,0.4,0.6,0.58,0.33,0.36,0.24,0.51
ppcboot.csv,0.21,0.32,0.61,0.43,0.57,0.0,0.37,0.0,0.17,0.61,0.09,0.61,0.21,0.69,0.42,0.0
qdvdauthor.csv,0.05,0.34,0.0,0.51,0.52,0.36,0.64,0.4,0.34,0.5,0.7,0.35,0.73,0.43,0.55,0.2
reactos-mirror.csv,0.63,0.62,0.09,0.58,0.51,0.53,0.44,0.54,0.76,0.0,0.64,0.66,0.65,0.52,0.16,0.66
unbvision.csv,0.69,0.43,0.77,0.66,0.42,0.42,0.44,0.54,0.79,0.49,0.73,0.58,0.71,0.63,0.3,0.73
