,reactos-mirror.csv,flylegacy.csv,etics.csv,bloodycore.csv,gzigzag.csv,blue-c.csv,jguard.csv,flexpay.csv,unbvision.csv,ppcboot.csv,auber.csv,img-browse-sort.csv,qdvdauthor.csv,biodwh.csv,ftm.csv,jcache.csv
auber.csv,0.44,0.77,0.95,0.53,0.67,0.04,0.71,0.98,0.22,0.69,0.25,0.87,0.53,0.99,0.52,1.0
biodwh.csv,0.17,0.18,0.86,0.16,0.15,0.0,0.32,0.31,0.06,0.14,0.07,0.18,0.21,0.1,0.25,0.2
bloodycore.csv,0.99,0.32,0.86,0.25,0.33,0.0,0.09,0.15,0.15,0.9,0.18,0.08,0.16,0.17,0.13,0.05
blue-c.csv,0.54,0.45,0.93,0.34,0.54,0.16,0.41,0.77,0.65,0.19,0.4,0.53,0.32,0.41,0.56,0.63
etics.csv,0.17,0.05,0.17,0.17,0.2,0.0,0.18,0.28,0.04,0.07,0.11,0.13,0.21,0.28,0.14,0.07
flexpay.csv,0.03,0.45,0.0,0.34,0.61,0.68,0.59,0.25,0.35,0.45,0.62,0.74,0.37,0.51,0.45,0.12
flylegacy.csv,0.01,0.41,0.43,0.34,0.82,0.48,0.62,0.87,0.46,0.07,0.53,0.76,0.58,0.46,1.0,0.9
ftm.csv,0.45,0.14,0.12,0.16,0.26,0.0,0.04,0.11,0.06,0.23,0.13,0.53,0.11,0.06,0.38,0.1
gzigzag.csv,0.12,0.36,0.05,0.36,0.31,0.08,0.46,0.66,0.68,0.12,0.36,0.21,0.26,0.28,0.8,0.2
img-browse-sort.csv,0.14,0.23,0.12,0.24,0.49,0.08,0.2,0.44,0.4,0.04,0.24,0.18,0.26,0.44,0.34,0.15
jcache.csv,0.59,0.64,0.31,0.37,0.67,0.84,0.55,0.24,0.67,0.25,0.58,0.68,0.47,0.23,0.38,0.17
jguard.csv,0.19,0.64,0.6,0.7,0.56,0.24,0.3,0.88,0.36,0.88,0.55,0.74,0.89,0.49,0.94,0.46
ppcboot.csv,0.95,0.91,0.74,0.87,0.72,1.0,0.89,1.0,0.96,0.27,0.98,0.71,0.95,0.59,0.87,1.0
qdvdauthor.csv,0.99,0.55,1.0,0.43,0.47,0.4,0.29,0.43,0.32,0.82,0.35,0.26,0.47,0.51,0.76,0.95
reactos-mirror.csv,0.26,0.64,0.98,0.6,0.35,0.0,0.23,0.54,0.54,1.0,0.62,0.42,0.53,0.39,0.2,0.15
unbvision.csv,0.56,0.77,0.45,0.61,0.22,0.04,0.32,0.64,0.26,0.71,0.27,0.55,0.47,0.62,0.08,0.37
