,reactos-mirror.csv,flylegacy.csv,etics.csv,bloodycore.csv,gzigzag.csv,blue-c.csv,jguard.csv,flexpay.csv,unbvision.csv,ppcboot.csv,auber.csv,img-browse-sort.csv,qdvdauthor.csv,biodwh.csv,ftm.csv,jcache.csv
auber.csv,0.55,0.4,0.4,0.46,0.4,0.47,0.44,0.39,0.57,0.61,0.48,0.33,0.35,0.35,0.38,0.53
biodwh.csv,0.68,0.65,0.45,0.88,0.75,0.75,0.59,0.67,0.92,0.72,0.68,0.88,0.38,0.88,0.46,0.45
bloodycore.csv,0.4,0.71,0.5,0.77,0.71,0.67,0.88,0.99,0.93,0.63,0.84,0.88,0.91,0.92,0.94,0.79
blue-c.csv,0.54,0.47,0.39,0.63,0.5,0.46,0.64,0.48,0.51,0.84,0.47,0.44,0.42,0.63,0.45,0.54
etics.csv,0.69,0.76,0.5,0.81,0.63,0.86,0.74,0.65,0.88,0.98,0.7,0.78,0.5,0.5,0.52,0.5
flexpay.csv,0.97,0.74,0.0,0.7,0.39,0.77,0.43,0.68,0.93,0.99,0.76,0.37,0.94,0.45,0.94,0.48
flylegacy.csv,0.93,0.41,0.61,0.58,0.45,0.39,0.57,0.44,0.44,0.97,0.41,0.38,0.38,0.68,0.42,0.62
ftm.csv,0.42,0.64,0.7,0.79,0.49,0.53,0.86,0.98,0.92,0.99,0.67,0.32,0.67,0.8,0.43,0.45
gzigzag.csv,0.99,0.6,0.83,0.57,0.55,0.53,0.5,0.46,0.56,0.97,0.62,0.88,0.67,0.56,0.45,0.52
img-browse-sort.csv,0.83,0.46,0.64,0.64,0.46,0.42,0.68,0.51,0.47,0.95,0.47,0.53,0.42,0.43,0.46,0.39
jcache.csv,0.4,0.34,0.43,0.51,0.42,0.4,0.44,0.76,0.45,0.71,0.45,0.32,0.35,0.62,0.53,0.42
jguard.csv,0.99,0.46,0.55,0.42,0.42,0.75,0.6,0.42,0.51,0.61,0.54,0.33,0.48,0.46,0.45,0.58
ppcboot.csv,0.42,0.35,0.44,0.36,0.38,0.42,0.42,0.38,0.49,0.82,0.4,0.32,0.37,0.35,0.43,0.52
qdvdauthor.csv,0.4,0.62,0.4,0.67,0.66,0.85,0.66,0.73,0.94,0.65,0.54,0.71,0.46,0.63,0.5,0.58
reactos-mirror.csv,0.57,0.41,0.39,0.44,0.49,0.57,0.6,0.41,0.56,0.57,0.48,0.4,0.44,0.47,0.95,0.41
unbvision.csv,0.45,0.41,0.5,0.4,0.58,0.67,0.5,0.42,0.57,0.54,0.45,0.34,0.38,0.34,0.82,0.44
