,reactos-mirror.csv,flylegacy.csv,etics.csv,bloodycore.csv,gzigzag.csv,blue-c.csv,jguard.csv,flexpay.csv,unbvision.csv,ppcboot.csv,auber.csv,img-browse-sort.csv,qdvdauthor.csv,biodwh.csv,ftm.csv,jcache.csv
auber.csv,0.58,0.84,0.95,0.59,0.68,0.47,0.76,0.98,0.46,0.71,0.33,0.87,0.58,0.99,0.59,1.0
biodwh.csv,0.55,0.77,0.87,0.73,0.67,0.87,0.71,0.73,0.77,0.83,0.69,0.94,0.43,0.27,0.57,0.33
bloodycore.csv,0.99,0.74,1.01,0.47,0.74,0.9,0.9,0.9,0.95,0.91,0.62,0.62,0.82,0.93,0.88,0.65
blue-c.csv,0.59,0.64,0.93,0.67,0.66,0.26,0.7,0.81,0.69,0.61,0.44,0.53,0.45,0.65,0.6,0.66
etics.csv,0.54,0.75,0.23,0.74,0.65,0.77,0.72,0.67,0.57,0.64,0.7,0.7,0.64,0.44,0.46,0.45
flexpay.csv,0.94,0.77,1.0,0.79,0.66,0.89,0.75,0.58,0.7,0.63,0.89,0.87,0.84,0.84,0.85,0.43
flylegacy.csv,0.98,0.53,0.75,0.67,0.84,0.5,0.67,0.87,0.68,0.83,0.57,0.78,0.72,0.75,1.0,0.95
ftm.csv,0.55,0.71,0.63,0.69,0.49,0.5,0.83,0.83,0.74,0.65,0.71,0.55,0.76,0.92,0.49,0.48
gzigzag.csv,0.78,0.68,0.69,0.74,0.63,0.51,0.66,0.74,0.76,0.85,0.7,1.02,0.72,0.65,0.81,0.54
img-browse-sort.csv,0.75,0.57,0.55,0.63,0.64,0.44,0.66,0.61,0.59,0.86,0.44,0.3,0.54,0.66,0.58,0.25
jcache.csv,0.66,0.65,0.39,0.72,0.71,0.84,0.7,0.76,0.73,0.75,0.65,0.7,0.6,0.63,0.61,0.19
jguard.csv,0.86,0.73,0.71,0.72,0.62,0.84,0.38,0.88,0.65,0.88,0.64,0.75,0.95,0.83,0.95,0.68
ppcboot.csv,0.95,0.91,0.74,0.87,0.76,1.0,0.9,1.0,0.97,0.49,0.98,0.73,0.95,0.61,0.87,1.0
qdvdauthor.csv,0.99,0.87,1.03,0.66,0.68,0.78,0.46,0.76,0.77,0.83,0.45,0.74,0.51,0.77,0.79,0.97
reactos-mirror.csv,0.47,0.69,0.98,0.69,0.63,0.53,0.64,0.69,0.55,1.0,0.66,0.52,0.59,0.64,0.89,0.41
unbvision.csv,0.59,0.9,0.48,0.64,0.66,0.63,0.68,0.75,0.33,0.82,0.38,0.67,0.52,0.67,0.74,0.43
