,reactos-mirror.csv,flylegacy.csv,etics.csv,bloodycore.csv,gzigzag.csv,blue-c.csv,jguard.csv,flexpay.csv,unbvision.csv,ppcboot.csv,auber.csv,img-browse-sort.csv,qdvdauthor.csv,biodwh.csv,ftm.csv,jcache.csv
auber.csv,0.55,0.7,0.39,0.32,0.43,0.68,0.48,0.29,0.54,0.67,0.79,0.41,0.75,0.24,0.62,0.6
biodwh.csv,0.55,0.39,0.37,0.26,0.38,0.24,0.37,0.24,0.33,0.28,0.46,0.1,0.72,0.64,0.55,0.75
bloodycore.csv,0.57,0.46,0.22,0.4,0.29,0.18,0.16,0.12,0.09,0.67,0.52,0.48,0.31,0.08,0.21,0.5
blue-c.csv,0.59,0.65,0.38,0.26,0.37,0.83,0.39,0.28,0.43,0.53,0.76,0.53,0.74,0.26,0.64,0.64
etics.csv,0.56,0.4,0.71,0.25,0.37,0.38,0.37,0.29,0.57,0.51,0.45,0.36,0.53,0.4,0.65,0.68
flexpay.csv,0.12,0.49,0.0,0.18,0.41,0.43,0.41,0.35,0.33,0.57,0.38,0.29,0.35,0.15,0.31,0.68
flylegacy.csv,0.04,0.74,0.28,0.26,0.37,0.76,0.52,0.3,0.36,0.28,0.71,0.42,0.62,0.2,0.63,0.51
ftm.csv,0.58,0.45,0.43,0.3,0.49,0.67,0.27,0.21,0.37,0.49,0.43,0.5,0.38,0.12,0.65,0.64
gzigzag.csv,0.33,0.55,0.42,0.21,0.37,0.64,0.44,0.27,0.37,0.25,0.47,0.0,0.45,0.27,0.62,0.58
img-browse-sort.csv,0.36,0.61,0.5,0.3,0.37,0.69,0.42,0.31,0.42,0.24,0.69,0.67,0.64,0.24,0.55,0.81
jcache.csv,0.54,0.82,0.56,0.22,0.39,0.72,0.44,0.23,0.39,0.39,0.65,0.44,0.68,0.3,0.53,0.86
jguard.csv,0.23,0.68,0.35,0.29,0.41,0.29,0.66,0.29,0.37,0.7,0.62,0.42,0.64,0.16,0.61,0.49
ppcboot.csv,0.57,0.82,0.43,0.29,0.37,0.71,0.52,0.3,0.39,0.65,0.71,0.43,0.8,0.31,0.66,0.62
qdvdauthor.csv,0.57,0.42,0.31,0.26,0.34,0.4,0.58,0.22,0.27,0.68,0.72,0.3,0.79,0.19,0.6,0.54
reactos-mirror.csv,0.61,0.76,0.39,0.26,0.37,0.64,0.44,0.28,0.52,0.69,0.68,0.47,0.73,0.26,0.19,0.69
unbvision.csv,0.62,0.6,0.51,0.3,0.37,0.52,0.4,0.26,0.63,0.54,0.75,0.38,0.78,0.28,0.39,0.69
