,xbrlapi.csv,vdsf.csv,codeblocks.csv,ldview.csv,red5.csv,bulmages.csv,ctrlr.csv,ipfire-wall.csv,t-2.csv,libmesh.csv,free-evolution.csv,xcf.csv,l2j.csv,jruby.csv,tencompetence.csv,fulguro.csv,gisgraphy.csv
bulmages.csv,0.0,0.0,0.0,0.7,0.0,0.3,0.0,0.0,0.1,0.33,0.2,0.5,0.66,0.78,0.56,0.0,0.64
codeblocks.csv,0.47,0.15,0.83,0.4,0.85,0.25,0.35,0.38,0.15,0.48,0.3,0.7,0.81,0.91,0.58,0.12,0.43
ctrlr.csv,0.6,0.0,0.53,0.42,0.57,0.23,0.51,0.18,0.23,0.55,0.17,0.5,0.58,0.78,0.67,0.11,0.5
free-evolution.csv,0.42,0.09,0.68,0.38,0.63,0.2,0.19,0.35,0.21,0.2,0.31,0.69,0.86,0.89,0.55,0.11,0.36
fulguro.csv,0.52,0.07,0.74,1.0,0.58,0.21,0.17,0.32,0.15,0.31,0.22,0.5,0.7,0.9,0.69,0.22,0.29
gisgraphy.csv,0.75,0.31,0.78,0.42,1.0,0.33,0.33,0.24,0.13,0.35,0.3,0.67,0.6,0.85,0.23,0.09,0.67
ipfire-wall.csv,0.58,0.16,0.93,0.43,0.77,0.3,0.12,0.54,0.15,0.24,0.36,0.89,0.79,0.91,0.45,0.15,0.17
jruby.csv,0.47,0.09,0.75,0.0,0.67,0.22,0.0,0.0,0.27,0.4,0.6,0.53,0.79,0.9,0.67,0.0,0.28
l2j.csv,0.5,0.1,0.85,0.43,0.62,0.28,0.22,0.33,0.12,0.19,0.33,0.6,0.86,0.9,0.53,0.16,0.37
ldview.csv,0.51,0.09,0.72,0.56,0.61,0.21,0.17,0.38,0.13,0.36,0.24,0.51,0.68,0.86,0.62,0.16,0.33
libmesh.csv,0.38,0.0,0.66,0.39,0.45,0.17,0.67,0.14,0.15,0.55,0.21,0.51,0.4,0.86,0.57,0.08,0.48
red5.csv,0.5,0.09,0.8,0.36,0.74,0.22,0.26,0.33,0.16,0.47,0.28,0.51,0.75,0.86,0.53,0.12,0.38
t-2.csv,0.43,0.01,0.76,0.3,0.72,0.21,0.5,0.21,0.35,0.62,0.28,0.53,0.8,0.88,0.54,0.1,0.31
tencompetence.csv,0.62,0.26,0.57,0.0,0.45,0.19,0.18,0.5,0.07,0.38,0.15,0.43,0.68,0.9,0.83,0.19,0.17
vdsf.csv,0.56,0.21,0.76,0.39,0.55,0.21,0.25,0.34,0.09,0.35,0.22,0.43,0.7,0.87,0.66,0.15,0.29
xbrlapi.csv,0.65,0.0,0.9,0.46,0.57,0.31,0.4,0.59,0.15,0.32,0.21,0.55,0.68,1.0,0.62,0.22,0.25
xcf.csv,0.46,0.14,0.81,0.55,0.57,0.24,0.29,0.41,0.13,0.35,0.3,0.72,0.77,0.8,0.62,0.16,0.33
