,xbrlapi.csv,vdsf.csv,codeblocks.csv,ldview.csv,red5.csv,bulmages.csv,ctrlr.csv,ipfire-wall.csv,t-2.csv,libmesh.csv,free-evolution.csv,xcf.csv,l2j.csv,jruby.csv,tencompetence.csv,fulguro.csv,gisgraphy.csv
bulmages.csv,0.0,0.0,0.0,0.45,0.0,0.42,0.0,0.0,0.13,0.17,0.09,0.16,0.28,0.1,0.27,0.0,0.42
codeblocks.csv,0.48,0.22,0.78,0.56,0.39,0.36,0.38,0.55,0.21,0.61,0.4,0.33,0.31,0.37,0.36,0.22,0.48
ctrlr.csv,0.45,0.0,0.14,0.3,0.16,0.23,0.64,0.14,0.27,0.5,0.18,0.45,0.46,0.19,0.61,0.18,0.42
free-evolution.csv,0.5,0.16,0.53,0.4,0.65,0.32,0.16,0.37,0.3,0.2,0.39,0.69,0.54,0.71,0.42,0.14,0.45
fulguro.csv,0.68,0.13,0.37,0.09,0.69,0.34,0.18,0.37,0.23,0.35,0.31,0.64,0.61,0.6,0.39,0.33,0.42
gisgraphy.csv,0.24,0.07,0.61,0.56,0.09,0.36,0.44,0.32,0.16,0.43,0.35,0.36,0.06,0.16,0.05,0.13,0.7
ipfire-wall.csv,0.51,0.26,0.37,0.21,0.58,0.38,0.11,0.64,0.17,0.21,0.21,0.39,0.44,0.4,0.15,0.22,0.21
jruby.csv,0.54,0.16,0.05,0.0,0.44,0.36,0.0,0.0,0.32,0.13,0.16,0.56,0.52,0.82,0.71,0.0,0.33
l2j.csv,0.49,0.15,0.69,0.49,0.67,0.37,0.25,0.43,0.22,0.21,0.42,0.71,0.8,0.44,0.4,0.26,0.51
ldview.csv,0.66,0.16,0.65,0.61,0.73,0.35,0.23,0.55,0.22,0.52,0.37,0.61,0.65,0.83,0.59,0.28,0.49
libmesh.csv,0.25,0.0,0.3,0.41,0.29,0.23,0.17,0.15,0.24,0.61,0.3,0.54,0.14,0.37,0.49,0.13,0.49
red5.csv,0.62,0.15,0.79,0.51,0.71,0.33,0.39,0.47,0.27,0.59,0.38,0.63,0.7,0.75,0.47,0.22,0.54
t-2.csv,0.34,0.01,0.76,0.41,0.43,0.32,0.09,0.22,0.46,0.48,0.37,0.56,0.31,0.44,0.46,0.12,0.39
tencompetence.csv,0.51,0.25,0.12,0.0,0.29,0.25,0.22,0.47,0.12,0.51,0.2,0.26,0.56,0.64,0.82,0.28,0.18
vdsf.csv,0.69,0.26,0.83,0.49,0.67,0.34,0.38,0.51,0.16,0.51,0.34,0.52,0.79,0.89,0.79,0.26,0.43
xbrlapi.csv,0.68,0.0,0.14,0.35,0.58,0.34,0.15,0.57,0.21,0.31,0.13,0.42,0.22,0.02,0.37,0.33,0.28
xcf.csv,0.43,0.22,0.54,0.56,0.52,0.32,0.31,0.58,0.24,0.44,0.33,0.76,0.38,0.49,0.47,0.26,0.46
