,arcallians.csv,aztec.csv,synergyspace.csv,qmmp.csv,xtreemfs.csv,mplayer-ce.csv
arcallians.csv,0.71,0.14,0.38,0.41,0.89,0.5
aztec.csv,0.66,0.36,0.13,0.14,0.83,0.59
mplayer-ce.csv,0.66,0.09,0.35,0.66,0.9,0.57
qmmp.csv,0.61,0.16,0.28,0.72,0.86,0.6
synergyspace.csv,0.16,0.05,0.5,0.31,0.12,0.39
xtreemfs.csv,0.69,0.23,0.36,0.32,0.91,0.62
