,google-collections.csv,forester-atv.csv,mediate.csv,st-filteredstatistics.csv,projectfactory.csv,geotools.csv,l2j.csv,thedata.csv
forester-atv.csv,0.88,0.44,0.55,0.86,0.75,0.61,0.71,0.0
geotools.csv,0.4,0.29,0.32,0.31,0.4,0.45,0.58,0.37
google-collections.csv,0.35,0.37,0.32,0.29,0.38,0.41,0.39,0.36
l2j.csv,0.83,0.34,0.33,0.46,0.43,0.58,0.49,0.55
mediate.csv,0.5,0.38,0.5,0.46,0.91,0.58,0.52,0.67
projectfactory.csv,0.85,0.38,0.38,0.37,0.58,0.4,0.49,0.8
st-filteredstatistics.csv,0.53,0.42,0.32,0.32,0.37,0.4,0.51,0.37
thedata.csv,0.5,0.49,0.4,0.31,0.44,0.55,0.47,0.89
