,google-collections.csv,forester-atv.csv,mediate.csv,st-filteredstatistics.csv,projectfactory.csv,geotools.csv,l2j.csv,thedata.csv
forester-atv.csv,1.04,0.29,0.57,0.85,0.89,0.73,0.75,1.0
geotools.csv,1.04,0.67,1.0,0.86,0.84,0.51,0.72,0.76
google-collections.csv,0.19,0.98,1.0,1.0,1.0,1.0,1.0,1.0
l2j.csv,0.93,0.98,0.93,0.74,0.85,0.76,0.47,0.81
mediate.csv,0.7,0.93,0.56,0.64,0.91,0.77,0.67,0.75
projectfactory.csv,0.91,0.57,0.75,0.51,0.57,0.55,0.54,0.54
st-filteredstatistics.csv,0.6,0.94,1.0,0.26,1.0,0.77,0.72,0.95
thedata.csv,1.04,0.54,0.83,0.86,0.82,0.72,0.71,0.08
