,maidsafe-dht.csv,atlc.csv,theresa.csv,playerstage.csv,knowledge.csv,gnukeda.csv,enlightenment.csv,boost-sandbox.csv,yaprm.csv,kowari.csv,fceugc.csv,proftp.csv,jaolt.csv,tcvp.csv,dspace-gsoc.csv,lufa-lib.csv,xapian.csv,pixel-commandos.csv,uwom.csv
atlc.csv,0.73,0.17,0.8,0.9,0.6,0.62,0.57,0.87,0.66,0.94,0.56,0.95,0.31,0.35,0.79,0.96,0.67,0.3,0.44
boost-sandbox.csv,0.6,0.48,0.7,0.45,0.2,0.12,0.37,0.46,0.42,0.46,0.63,0.57,0.41,1.0,0.53,0.53,0.65,0.76,0.74
dspace-gsoc.csv,0.55,0.03,0.46,0.73,0.4,0.41,0.29,0.97,0.76,0.72,0.72,0.76,0.86,0.91,0.26,0.66,0.69,0.78,0.6
enlightenment.csv,0.98,0.93,1.0,1.0,1.0,1.0,0.31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95,0.99,0.89,0.98
fceugc.csv,0.38,0.0,0.18,0.63,0.2,0.19,0.33,0.15,0.47,0.74,0.28,0.27,0.45,0.07,0.32,0.0,0.18,0.11,0.19
gnukeda.csv,0.95,0.21,0.76,0.86,0.0,0.19,0.42,0.82,0.68,0.92,0.84,0.84,0.69,1.0,0.89,0.96,0.75,0.93,0.59
jaolt.csv,0.35,0.0,0.38,0.48,0.2,0.25,0.02,0.13,0.63,0.86,0.49,0.46,0.45,0.15,0.0,0.04,0.5,0.36,0.28
knowledge.csv,0.83,0.45,0.54,0.81,0.0,0.28,0.57,0.49,0.66,0.97,0.67,0.65,0.76,0.92,0.84,0.55,0.38,0.64,0.59
kowari.csv,0.33,0.24,0.56,0.57,0.2,0.22,0.45,0.51,0.53,0.22,0.53,0.59,0.41,0.58,0.42,0.49,0.65,0.6,0.89
lufa-lib.csv,0.7,0.31,0.84,0.33,0.8,0.56,0.53,0.38,0.55,0.27,0.74,0.49,0.69,0.73,0.53,0.31,0.76,0.84,0.45
maidsafe-dht.csv,0.28,0.34,0.42,0.72,0.2,0.19,0.3,0.64,0.61,0.5,0.53,0.46,0.31,0.24,0.79,0.36,0.57,0.18,0.26
pixel-commandos.csv,0.13,0.03,0.14,0.06,0.2,0.09,0.13,0.33,0.29,0.08,0.19,0.03,0.0,0.19,0.05,0.36,0.03,0.07,0.12
playerstage.csv,0.37,0.03,0.74,0.24,0.4,0.22,0.43,0.33,0.79,0.47,0.09,0.54,0.38,0.51,0.42,0.33,0.2,0.29,0.51
proftp.csv,0.05,0.0,0.32,0.11,0.0,0.19,0.0,0.31,0.18,0.1,0.16,0.3,0.0,0.0,0.0,0.03,0.17,0.08,0.06
tcvp.csv,0.03,0.07,0.06,0.04,0.0,0.09,0.1,0.03,0.0,0.0,0.02,0.0,0.03,0.22,0.0,0.01,0.0,0.26,0.07
theresa.csv,0.27,0.07,0.26,0.22,0.2,0.09,0.28,0.08,0.24,0.63,0.23,0.32,0.34,0.07,0.16,0.16,0.31,0.34,0.43
uwom.csv,0.43,0.03,0.02,0.08,0.0,0.12,0.25,0.46,0.08,0.59,0.09,0.43,0.34,0.61,0.26,0.25,0.0,0.16,0.25
xapian.csv,0.55,0.21,0.76,0.93,0.8,0.56,0.23,0.72,0.63,0.95,0.37,0.86,0.28,0.03,0.37,0.66,0.2,0.23,0.58
yaprm.csv,0.17,0.0,0.26,0.65,0.2,0.22,0.08,0.33,0.37,0.85,0.42,0.51,0.1,0.0,0.0,0.02,0.6,0.23,0.3
