,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.52,0.6,0.58,0.41
jajuk.csv,0.44,0.43,0.45,0.42
vapor.csv,0.94,0.94,0.86,0.77
zorannt.csv,0.97,0.87,0.69,0.67
