,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.38,0.57,0.34,0.0
jajuk.csv,0.01,0.27,0.42,0.82
vapor.csv,0.01,0.1,0.0,0.14
zorannt.csv,0.03,0.0,0.35,0.51
