,wpdev.csv,mb-unit.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,unicase.csv,mecat.csv
gwanted.csv,0.51,0.66,0.62,0.75,0.14,0.92,1.0
java-gnome.csv,0.22,0.08,0.16,0.11,0.75,0.17,0.0
mb-unit.csv,0.99,0.71,0.97,0.61,0.65,0.98,1.0
mecat.csv,0.31,0.07,0.12,0.29,0.05,0.28,1.0
rodin-b-sharp.csv,0.34,0.28,0.82,0.43,0.86,0.26,0.33
unicase.csv,0.88,0.91,0.96,0.93,0.86,0.76,1.0
wpdev.csv,0.99,0.99,1.0,0.79,0.96,1.0,1.0
