,xmemcached.csv,httpcontentparser.csv,bdbbasic.csv,qse.csv,google-gears.csv
bdbbasic.csv,0.38,0.15,1.0,0.68,0.87
google-gears.csv,0.41,0.13,0.28,0.6,0.99
httpcontentparser.csv,0.33,1.0,1.0,0.6,1.0
qse.csv,0.5,0.21,0.8,0.97,0.86
xmemcached.csv,1.0,0.16,0.5,0.47,0.83
