,jmoney.csv,dxengine.csv,jsidplay2.csv,springside.csv,swtfox.csv,tmva.csv,freedom-erp.csv,reaper3d.csv,servicestack.csv,wsmt.csv,synecdoche.csv,javaprofiler.csv
dxengine.csv,97.5,94.5,97.5,489.5,98.5,197.5,0.0,1271.5,645.5,97.5,282.5,98.5
freedom-erp.csv,97.5,91.5,95.5,0.0,416.5,89.5,94.5,0.0,176.0,183.0,473.5,0.0
javaprofiler.csv,190.0,99.0,95.5,293.0,98.5,292.0,778.5,2160.5,88.5,97.5,375.0,98.5
jmoney.csv,97.5,97.5,98.5,389.5,98.5,98.5,487.0,1709.0,370.0,97.5,379.0,98.5
jsidplay2.csv,97.5,97.5,99.0,191.5,98.5,98.5,778.5,2492.0,370.0,97.5,275.5,98.5
reaper3d.csv,97.5,99.0,99.0,91.5,94.5,98.5,191.0,1437.0,158.0,97.5,379.0,94.5
servicestack.csv,16.5,0.0,0.0,92.5,157.0,6.5,519.0,68.0,339.0,159.0,0.0,2.5
springside.csv,190.0,99.0,95.5,95.5,498.0,197.5,765.5,4037.0,515.0,270.5,379.0,94.5
swtfox.csv,190.0,99.0,97.5,293.0,98.5,197.5,1230.0,4073.0,564.0,84.5,375.5,97.5
synecdoche.csv,97.5,97.5,99.0,188.0,850.0,98.5,583.5,989.0,468.5,366.0,279.5,98.5
tmva.csv,97.5,97.5,99.0,489.5,98.5,197.5,778.5,3583.5,564.0,97.5,282.5,98.5
wsmt.csv,150.0,97.5,43.5,537.0,93.5,98.5,192.0,57.5,273.5,97.5,85.5,96.5
