,capcode.csv,lmms.csv,linuxsh.csv,mcmc-jags.csv,scite-ru.csv,bl-toolkit.csv,nicepress.csv,sbml.csv,gpac.csv,mbse.csv,gebr.csv,gretl.csv,kowari.csv,libtorrent.csv,modellus.csv,kindb.csv,lufa-lib.csv,bibletime.csv,mplayer-ce.csv,miranda.csv
bibletime.csv,0.38,0.41,0.43,0.53,0.38,0.43,0.56,0.41,0.32,0.36,0.39,0.43,0.33,0.35,0.44,0.45,0.52,0.38,0.37,0.33
bl-toolkit.csv,0.38,0.56,0.44,0.44,0.68,0.47,0.48,0.64,0.45,0.36,0.47,0.44,0.41,0.59,0.5,0.47,0.52,0.78,0.37,0.45
capcode.csv,0.69,0.57,0.66,0.93,0.79,0.46,0.74,0.61,0.57,0.98,0.86,0.65,0.44,0.74,0.43,0.67,0.83,0.54,0.67,0.81
gebr.csv,0.42,0.41,0.45,0.45,0.38,0.48,0.42,0.37,0.38,0.36,0.46,0.4,0.36,0.35,0.38,0.44,0.52,0.36,0.37,0.34
gpac.csv,0.42,0.59,0.53,0.47,0.39,0.8,0.69,0.7,0.53,0.96,0.73,0.48,0.52,0.73,0.4,0.48,0.52,0.72,0.4,0.4
gretl.csv,0.48,0.46,0.5,0.5,0.78,0.47,0.55,0.56,0.32,0.4,0.46,0.41,0.46,0.44,0.42,0.33,0.65,0.41,0.37,0.39
kindb.csv,0.46,0.43,0.67,0.62,0.5,0.9,0.52,0.42,0.93,0.8,0.68,0.95,0.63,0.45,0.56,0.33,0.83,0.41,0.63,0.36
kowari.csv,0.49,0.59,0.59,0.43,0.36,0.89,0.55,0.4,0.8,0.88,0.83,0.49,0.58,0.47,0.54,0.4,0.64,0.47,0.92,0.44
libtorrent.csv,0.39,0.41,0.45,0.56,0.38,0.61,0.47,0.38,0.33,0.36,0.42,0.39,0.41,0.38,0.4,0.4,0.51,0.38,0.38,0.36
linuxsh.csv,0.92,0.57,0.67,0.8,0.67,0.56,0.53,0.87,0.41,0.49,0.64,0.96,0.5,0.82,0.5,0.8,0.88,0.46,0.58,0.57
lmms.csv,0.4,0.46,0.41,0.48,0.37,0.4,0.49,0.5,0.33,0.39,0.43,0.36,0.32,0.39,0.48,0.31,0.5,0.43,0.37,0.41
lufa-lib.csv,0.56,0.57,0.62,0.66,0.91,0.55,0.44,0.43,0.56,0.87,0.67,0.6,0.73,0.59,0.4,0.82,0.7,0.51,0.72,0.49
mbse.csv,0.43,0.54,0.52,0.5,0.34,0.8,0.63,0.47,0.56,0.49,0.48,0.39,0.38,0.45,0.86,0.5,0.53,0.43,0.44,0.36
mcmc-jags.csv,0.37,0.42,0.44,0.55,0.67,0.42,0.45,0.41,0.33,0.37,0.44,0.43,0.35,0.39,0.41,0.41,0.56,0.36,0.38,0.34
miranda.csv,0.58,0.5,0.67,0.75,0.0,0.67,0.59,0.49,0.75,0.96,0.0,0.9,0.81,0.41,0.9,0.44,0.91,0.53,0.96,0.38
modellus.csv,0.55,0.53,0.59,0.67,0.0,0.58,0.57,0.55,0.57,0.36,0.58,0.45,0.65,0.54,0.42,0.48,0.58,0.42,0.37,0.36
mplayer-ce.csv,0.47,0.43,0.67,0.55,0.52,0.54,0.45,0.41,0.59,0.92,0.51,0.54,0.45,0.4,0.45,0.45,0.66,0.37,0.53,0.48
nicepress.csv,0.38,0.41,0.42,0.44,0.73,0.57,0.5,0.51,0.33,0.36,0.46,0.44,0.34,0.4,0.48,0.4,0.44,0.4,0.37,0.34
sbml.csv,0.36,0.42,0.46,0.44,0.37,0.41,0.39,0.37,0.33,0.37,0.43,0.31,0.32,0.35,0.36,0.4,0.52,0.34,0.34,0.33
scite-ru.csv,0.37,0.43,0.47,0.67,0.67,0.42,0.46,0.42,0.32,0.36,0.46,0.46,0.35,0.4,0.46,0.43,0.62,0.35,0.36,0.36
