,nova.csv,crisscross.csv,mb-unit.csv,ivatamasks.csv,ivataopenportal.csv,kolmafia.csv,olex2.csv
crisscross.csv,1.0,0.46,0.91,0.58,0.72,1.0,0.99
ivatamasks.csv,1.0,0.83,0.77,0.37,0.77,0.7,1.0
ivataopenportal.csv,1.0,0.78,0.9,0.71,0.39,0.83,1.0
kolmafia.csv,1.0,0.69,0.9,1.0,0.96,0.36,0.78
mb-unit.csv,0.85,0.67,0.53,0.92,0.89,0.92,0.55
nova.csv,0.27,0.82,0.75,0.89,0.81,0.7,0.77
olex2.csv,0.57,0.55,0.55,0.94,0.9,0.68,0.44
