,nova.csv,crisscross.csv,mb-unit.csv,ivatamasks.csv,ivataopenportal.csv,kolmafia.csv,olex2.csv
crisscross.csv,0.0,0.64,0.34,0.51,0.56,0.0,0.05
ivatamasks.csv,0.0,0.49,0.55,0.73,0.57,0.64,0.0
ivataopenportal.csv,0.0,0.57,0.35,0.62,0.73,0.5,0.0
kolmafia.csv,0.0,0.67,0.35,0.0,0.17,0.73,0.56
mb-unit.csv,0.18,0.46,0.66,0.33,0.37,0.3,0.56
nova.csv,0.83,0.36,0.35,0.13,0.27,0.47,0.48
olex2.csv,0.69,0.59,0.53,0.24,0.34,0.53,0.68
