,xbrlapi.csv,vdsf.csv,nuttx.csv,dvt.csv,utgb.csv,ldview.csv,fw4spl.csv,google-web-toolkit.csv,jstock.csv,fulguro.csv
dvt.csv,0.46,0.13,0.83,0.5,1.0,0.33,0.09,0.58,0.0,0.08
fulguro.csv,0.51,0.07,0.81,0.14,0.5,0.5,0.11,0.0,0.26,0.21
fw4spl.csv,0.48,0.12,0.82,0.29,0.59,0.28,0.25,0.67,0.16,0.12
google-web-toolkit.csv,0.46,0.11,0.74,0.3,0.53,0.64,0.2,0.71,0.27,0.13
jstock.csv,0.47,0.11,0.9,0.33,0.75,0.53,0.19,0.61,0.55,0.11
ldview.csv,0.46,0.19,0.78,0.19,0.53,0.57,0.15,0.62,0.34,0.16
nuttx.csv,0.67,0.18,0.86,0.18,0.67,0.5,0.17,0.6,0.42,0.0
utgb.csv,0.2,0.11,0.81,0.52,0.75,0.12,0.19,0.56,0.29,0.13
vdsf.csv,0.55,0.2,0.76,0.29,0.53,0.42,0.06,0.56,0.17,0.15
xbrlapi.csv,0.7,0.0,0.25,0.2,0.47,0.6,0.12,0.59,0.23,0.28
