,xbrlapi.csv,vdsf.csv,nuttx.csv,dvt.csv,utgb.csv,ldview.csv,fw4spl.csv,google-web-toolkit.csv,jstock.csv,fulguro.csv
dvt.csv,0.42,0.51,0.1,0.62,0.13,0.51,0.1,0.2,0.0,0.42
fulguro.csv,0.3,0.44,0.46,0.2,0.33,0.06,0.44,0.0,0.55,0.64
fw4spl.csv,0.3,0.39,0.34,0.39,0.57,0.27,0.62,0.33,0.26,0.47
google-web-toolkit.csv,0.28,0.3,0.11,0.22,0.56,0.38,0.53,0.68,0.54,0.4
jstock.csv,0.48,0.27,0.28,0.37,0.3,0.47,0.63,0.5,0.89,0.5
ldview.csv,0.42,0.36,0.4,0.37,0.49,0.64,0.59,0.58,0.77,0.68
nuttx.csv,0.17,0.02,0.62,0.09,0.27,0.42,0.18,0.26,0.43,0.0
utgb.csv,0.06,0.44,0.3,0.3,0.7,0.06,0.65,0.19,0.18,0.4
vdsf.csv,0.59,0.41,0.19,0.52,0.35,0.62,0.22,0.47,0.24,0.63
xbrlapi.csv,0.74,0.0,0.01,0.29,0.46,0.17,0.22,0.39,0.52,0.5
