,xbrlapi.csv,vdsf.csv,nuttx.csv,dvt.csv,utgb.csv,ldview.csv,fw4spl.csv,google-web-toolkit.csv,jstock.csv,fulguro.csv
dvt.csv,2.0,71.0,0.0,1.0,0.0,0.0,12.0,0.0,55.0,0.0
fulguro.csv,0.0,3.0,0.0,20.0,2.0,1.0,33.0,353.0,4.0,4.0
fw4spl.csv,2.0,73.0,0.0,1.0,1.0,5.0,2.0,1.0,3.0,9.0
google-web-toolkit.csv,0.0,23.0,0.0,1.0,1.0,1.0,2.0,1.0,4.0,8.0
jstock.csv,1.0,70.0,0.0,0.0,0.0,2.0,14.0,4.0,0.0,20.0
ldview.csv,1.0,3.0,0.0,20.0,1.0,0.0,48.0,1.0,1.0,6.0
nuttx.csv,1.0,5.0,0.0,2.0,1.0,3.0,2.0,1.0,1.0,89.0
utgb.csv,0.0,83.0,0.0,0.0,1.0,3.0,15.0,2.0,0.0,8.0
vdsf.csv,0.0,5.0,0.0,21.0,2.0,0.0,51.0,3.0,5.0,1.0
xbrlapi.csv,0.0,1261.0,2.0,33.0,2.0,2.0,6.0,3.0,4.0,3.0
