,kvs.csv,phet.csv,jasperreports.csv,fido.csv,hibernate.csv,geogebra.csv,fluent-nhibernate.csv
fido.csv,0.0,0.0,0.19,1.0,0.2,0.01,0.24
fluent-nhibernate.csv,0.05,0.28,0.58,0.25,0.4,0.58,0.94
geogebra.csv,0.7,0.29,0.92,0.25,0.43,0.62,0.82
hibernate.csv,0.45,0.58,1.0,1.0,0.56,0.7,1.0
jasperreports.csv,0.95,0.84,0.96,0.25,0.48,0.92,0.59
kvs.csv,0.8,0.39,0.73,0.5,0.38,0.62,0.24
phet.csv,0.85,0.61,0.04,0.5,0.39,0.34,0.12
