,kvs.csv,phet.csv,jasperreports.csv,fido.csv,hibernate.csv,geogebra.csv,fluent-nhibernate.csv
fido.csv,0.0,0.0,0.1,0.4,0.26,0.02,0.25
fluent-nhibernate.csv,0.08,0.22,0.33,0.06,0.4,0.42,0.48
geogebra.csv,0.35,0.27,0.25,0.05,0.41,0.5,0.4
hibernate.csv,0.26,0.31,0.1,0.14,0.49,0.44,0.19
jasperreports.csv,0.38,0.4,0.44,0.09,0.4,0.37,0.16
kvs.csv,0.59,0.3,0.23,0.13,0.37,0.43,0.17
phet.csv,0.34,0.5,0.02,0.07,0.26,0.18,0.03
