,agilitybook.csv,apolloplayer.csv,opde.csv,ildjit.csv,jfreereport.csv,ifmo-game-1.csv,ppcboot.csv,openfrag.csv,super-tux.csv,auber.csv,synergyspace.csv,quark.csv,keyczar.csv,passwordsafe.csv,xtreemfs.csv,moast.csv,cortex-vfx.csv,growl-for-windows.csv,wikipediardware.csv
agilitybook.csv,2.0,9.0,69.0,8.0,65.0,30.0,2.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0
apolloplayer.csv,7.0,0.0,0.0,12.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,2.0,3.0,0.0,10.0,1.0,2.0
auber.csv,6.0,0.0,5.0,7.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,17.0,2.0,0.0,1.0,2.0,29.0,0.0,1.0
cortex-vfx.csv,4.0,0.0,2.0,9.0,2.0,7.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
growl-for-windows.csv,282.0,1.0,0.0,125.0,1341.0,1.0,236.0,0.0,0.0,1.0,125.0,64.0,2.0,158.0,384.0,0.0,355.0,0.0,2.0
ifmo-game-1.csv,2.0,6.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,125.0,13.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0
ildjit.csv,1.0,6.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,9.0,4.0,2.0,2.0,5.0,1.0,20.0,2.0,2.0
jfreereport.csv,0.0,2.0,1.0,8.0,2.0,16.0,0.0,3.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0
keyczar.csv,8.0,102.0,4.0,1.0,1341.0,83.0,0.0,1.0,0.0,6.0,1.0,64.0,0.0,2.0,4.0,257.0,355.0,2.0,0.0
moast.csv,2.0,0.0,0.0,11.0,43.0,4.0,0.0,1.0,0.0,9.0,6.0,7.0,3.0,1.0,3.0,0.0,12.0,1.0,0.0
opde.csv,13.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,15.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0
openfrag.csv,7.0,2.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,17.0,62.0,0.0,3.0,2.0,10.0,0.0,0.0
passwordsafe.csv,7.0,1.0,1.0,15.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,2.0,1.0,11.0,0.0,0.0
ppcboot.csv,9.0,0.0,0.0,11.0,2.0,5.0,0.0,3.0,0.0,1.0,1.0,17.0,1.0,0.0,6.0,2.0,12.0,0.0,0.0
quark.csv,0.0,1.0,0.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,5.0,2.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0
super-tux.csv,9.0,0.0,0.0,11.0,0.0,6.0,0.0,2.0,0.0,3.0,24.0,7.0,3.0,0.0,5.0,1.0,10.0,1.0,0.0
synergyspace.csv,3.0,0.0,0.0,21.0,8.0,18.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,4.0,1.0,0.0,10.0,2.0,2.0
wikipediardware.csv,9.0,8.0,0.0,6.0,2.0,3.0,0.0,3.0,0.0,1.0,1.0,17.0,1.0,0.0,2.0,2.0,11.0,1.0,0.0
xtreemfs.csv,8.0,0.0,1.0,15.0,0.0,4.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
