,agilitybook.csv,apolloplayer.csv,opde.csv,ildjit.csv,jfreereport.csv,ifmo-game-1.csv,ppcboot.csv,openfrag.csv,super-tux.csv,auber.csv,synergyspace.csv,quark.csv,keyczar.csv,passwordsafe.csv,xtreemfs.csv,moast.csv,cortex-vfx.csv,growl-for-windows.csv,wikipediardware.csv
agilitybook.csv,0.33,0.16,0.07,0.55,0.37,0.68,0.1,0.32,0.2,0.22,0.58,0.17,0.33,0.25,0.25,0.79,0.01,0.72,0.0
apolloplayer.csv,0.86,0.27,0.38,0.81,0.42,0.49,0.75,0.17,0.6,0.56,0.2,0.54,0.53,0.56,0.34,0.31,0.52,0.33,0.86
auber.csv,0.35,0.99,0.76,0.57,0.99,0.84,0.53,0.53,0.8,0.24,1.0,0.71,0.73,0.15,0.67,0.83,0.34,0.67,0.43
cortex-vfx.csv,0.53,0.65,0.33,0.39,0.4,0.34,0.36,0.26,0.2,0.38,0.09,0.27,0.27,0.35,0.41,0.55,0.24,0.11,0.07
growl-for-windows.csv,0.0,0.38,0.44,0.0,0.0,0.52,0.0,0.13,0.2,0.05,0.04,0.0,0.53,0.0,0.0,0.07,0.0,0.11,0.29
ifmo-game-1.csv,0.03,0.27,0.0,0.06,0.35,0.29,0.18,0.04,0.0,0.18,0.15,0.67,0.07,0.1,0.33,0.0,0.27,0.22,0.07
ildjit.csv,0.02,0.43,0.58,0.19,0.33,0.22,0.35,0.28,0.4,0.42,0.33,0.12,0.67,0.06,0.41,0.34,0.78,0.22,0.14
jfreereport.csv,0.05,0.09,0.13,0.14,0.18,0.31,0.13,0.21,0.4,0.05,0.19,0.21,0.07,0.03,0.15,0.62,0.06,0.06,0.0
keyczar.csv,0.35,0.0,0.13,0.04,0.0,0.06,0.46,0.21,0.0,0.49,0.15,0.17,0.2,0.11,0.23,0.07,0.01,0.39,0.43
moast.csv,0.3,0.34,0.16,1.0,0.48,0.55,1.0,0.3,0.2,0.42,0.46,0.44,1.0,0.25,0.23,0.07,0.51,0.72,1.0
opde.csv,0.33,0.71,0.22,0.09,0.38,0.82,0.74,0.49,0.2,0.8,0.22,0.71,0.4,0.2,0.66,0.17,0.65,0.89,0.29
openfrag.csv,0.45,0.59,0.4,0.67,0.98,0.52,0.29,0.19,0.2,0.33,0.83,0.92,0.0,0.28,0.46,0.86,0.84,0.39,0.07
passwordsafe.csv,0.5,0.32,0.44,0.65,0.85,0.64,0.22,0.19,0.4,0.29,0.57,0.42,0.13,0.22,0.21,0.83,0.64,0.44,0.21
ppcboot.csv,1.0,1.0,1.0,1.0,1.0,0.97,0.27,1.0,1.0,1.0,1.0,1.0,0.67,1.0,0.98,1.0,0.97,0.39,0.93
quark.csv,0.17,0.1,0.07,0.05,0.11,0.06,0.0,0.04,0.2,0.18,0.07,0.27,0.0,0.11,0.1,0.31,0.09,0.06,0.07
super-tux.csv,0.85,0.76,0.49,0.96,0.3,0.52,0.88,0.57,0.0,0.8,0.74,0.71,0.67,0.87,0.52,0.17,0.57,0.56,1.0
synergyspace.csv,0.12,0.29,0.11,0.6,0.51,0.42,0.4,0.51,0.0,0.25,0.29,0.25,0.27,0.09,0.2,0.03,0.29,0.33,0.57
wikipediardware.csv,0.97,0.96,0.98,0.77,1.0,0.84,0.66,0.96,0.8,0.8,0.89,1.0,0.53,0.85,0.89,1.0,0.87,0.78,0.21
xtreemfs.csv,0.69,0.3,0.16,0.93,0.4,0.65,0.56,0.21,0.4,0.76,0.28,0.38,0.2,0.36,0.23,0.38,0.33,0.5,0.79
