,agilitybook.csv,apolloplayer.csv,opde.csv,ildjit.csv,jfreereport.csv,ifmo-game-1.csv,ppcboot.csv,openfrag.csv,super-tux.csv,auber.csv,synergyspace.csv,quark.csv,keyczar.csv,passwordsafe.csv,xtreemfs.csv,moast.csv,cortex-vfx.csv,growl-for-windows.csv,wikipediardware.csv
agilitybook.csv,0.51,0.85,1.0,0.96,0.76,0.88,0.77,0.59,0.67,0.82,0.68,0.57,0.52,0.66,0.85,1.25,0.87,0.74,0.97
apolloplayer.csv,0.89,0.36,0.64,1.0,0.58,0.87,0.77,0.51,0.71,0.62,0.72,0.62,0.81,0.58,0.37,0.34,0.67,0.85,0.86
auber.csv,0.65,0.99,0.79,0.59,0.99,0.86,0.64,0.63,0.85,0.32,1.0,0.89,0.75,0.55,0.71,0.83,0.63,0.72,0.7
cortex-vfx.csv,0.6,0.67,0.69,0.85,0.51,0.55,0.59,0.66,0.65,0.58,0.93,0.41,0.64,0.5,0.74,0.55,0.5,0.84,0.64
growl-for-windows.csv,1.0,0.51,0.68,1.0,1.0,0.59,1.0,0.65,0.76,0.9,1.0,1.0,0.56,1.0,1.0,0.99,1.0,0.3,0.79
ifmo-game-1.csv,0.87,0.87,0.96,0.93,0.64,0.32,0.81,0.86,0.88,0.94,1.01,0.86,0.96,0.8,0.97,0.95,0.72,0.4,0.95
ildjit.csv,0.95,0.79,0.8,0.28,0.71,0.75,0.88,0.92,0.95,0.87,0.87,0.93,0.71,0.95,0.93,1.03,0.83,0.73,0.93
jfreereport.csv,0.79,0.76,0.65,0.98,0.61,0.78,0.84,0.84,0.75,0.78,0.87,0.65,0.69,0.84,0.75,1.11,0.78,0.86,0.95
keyczar.csv,0.77,1.0,0.85,0.9,1.0,1.0,0.89,0.99,0.94,1.01,0.75,1.01,0.27,0.85,0.92,1.0,1.0,0.72,0.81
moast.csv,0.7,0.75,0.78,1.0,0.73,0.9,1.0,0.58,0.7,0.88,0.62,0.76,1.0,0.81,0.51,0.08,0.83,0.91,1.0
opde.csv,0.54,0.73,0.57,0.94,0.5,0.82,0.76,0.65,0.38,0.81,0.76,0.73,0.52,0.45,0.74,0.85,0.66,0.97,0.62
openfrag.csv,0.58,0.65,0.59,0.96,0.98,0.59,0.54,0.34,0.51,0.43,0.86,0.95,1.0,0.49,0.49,0.86,0.84,0.53,0.69
passwordsafe.csv,0.64,0.52,0.6,0.9,0.85,0.7,0.54,0.42,0.49,0.4,0.65,0.63,0.95,0.38,0.36,0.83,0.68,0.69,0.69
ppcboot.csv,1.0,1.0,1.0,1.0,1.0,0.97,0.49,1.0,1.0,1.0,1.0,1.0,0.69,1.0,0.98,1.0,0.97,0.7,0.93
quark.csv,0.48,0.72,0.88,0.97,0.71,0.86,0.98,0.86,0.73,0.65,0.89,0.28,1.0,0.57,0.39,1.0,0.77,0.95,0.95
super-tux.csv,0.86,0.87,0.63,0.96,0.66,0.77,0.88,0.59,0.09,0.89,0.89,0.75,0.76,0.89,0.76,0.77,0.71,0.73,1.01
synergyspace.csv,0.72,0.51,0.81,0.97,0.73,0.71,0.58,0.69,0.78,0.65,0.48,0.81,0.8,0.78,0.36,0.08,0.73,0.8,0.62
wikipediardware.csv,0.97,0.97,0.98,0.79,1.0,0.89,0.76,0.97,0.81,0.8,0.9,1.0,0.57,0.86,0.89,1.0,0.88,0.92,0.36
xtreemfs.csv,0.69,0.48,0.62,0.97,0.49,0.78,0.64,0.46,0.45,0.79,0.61,0.45,0.88,0.42,0.27,0.38,0.53,0.57,0.83
