,agilitybook.csv,apolloplayer.csv,opde.csv,ildjit.csv,jfreereport.csv,ifmo-game-1.csv,ppcboot.csv,openfrag.csv,super-tux.csv,auber.csv,synergyspace.csv,quark.csv,keyczar.csv,passwordsafe.csv,xtreemfs.csv,moast.csv,cortex-vfx.csv,growl-for-windows.csv,wikipediardware.csv
agilitybook.csv,0.58,0.88,0.67,0.49,0.7,0.53,0.98,0.54,0.5,0.88,0.6,0.73,0.47,0.77,0.88,0.81,0.93,0.48,0.0
apolloplayer.csv,0.44,0.51,0.66,0.45,0.55,0.6,0.51,0.74,0.55,0.49,0.71,0.41,0.74,0.48,0.37,0.47,0.61,0.64,0.42
auber.csv,0.76,0.44,0.43,0.54,0.43,0.46,0.68,0.45,0.49,0.48,0.45,0.51,0.46,0.71,0.39,0.39,0.7,0.58,0.61
cortex-vfx.csv,0.52,0.45,0.64,0.62,0.55,0.57,0.7,0.6,0.58,0.53,0.91,0.61,0.46,0.48,0.6,0.4,0.65,0.75,0.6
growl-for-windows.csv,0.0,0.39,0.38,0.0,0.0,0.42,0.0,0.58,0.52,0.9,0.75,0.0,0.48,0.0,0.0,0.8,0.0,0.64,0.57
ifmo-game-1.csv,0.92,0.96,0.0,0.88,0.67,0.71,0.89,0.91,0.92,0.93,0.93,0.51,0.67,0.95,0.98,0.91,0.71,0.71,0.67
ildjit.csv,0.83,0.62,0.46,0.78,0.79,0.74,0.76,0.83,0.93,0.67,0.76,0.86,0.48,0.89,0.91,0.94,0.45,0.6,0.8
jfreereport.csv,0.95,0.92,0.8,0.93,0.79,0.54,0.97,0.65,0.5,0.94,0.78,0.88,0.56,0.92,0.73,0.71,0.97,0.83,0.5
keyczar.csv,0.6,0.0,0.9,0.86,0.0,0.8,0.85,0.92,0.83,0.89,0.82,0.89,0.43,0.95,0.98,0.5,0.5,0.48,0.78
moast.csv,0.9,0.91,0.92,0.4,0.53,0.68,0.57,0.8,0.91,0.89,0.56,0.5,0.43,0.97,0.54,0.43,0.83,0.41,0.42
opde.csv,0.64,0.43,0.68,0.91,0.51,0.5,0.55,0.44,0.45,0.42,0.69,0.44,0.47,0.59,0.42,0.75,0.41,0.34,0.48
openfrag.csv,0.6,0.46,0.5,0.45,0.43,0.53,0.67,0.54,0.51,0.45,0.51,0.38,0.0,0.54,0.38,0.42,0.44,0.7,0.62
passwordsafe.csv,0.63,0.51,0.51,0.47,0.42,0.52,0.83,0.59,0.45,0.49,0.53,0.55,0.8,0.59,0.45,0.39,0.49,0.76,0.56
ppcboot.csv,0.4,0.44,0.38,0.4,0.42,0.45,0.84,0.43,0.44,0.39,0.45,0.34,0.48,0.43,0.3,0.38,0.42,0.45,0.43
quark.csv,0.67,0.73,0.83,0.83,0.99,0.83,0.67,0.91,0.53,0.57,0.9,0.54,0.0,0.67,0.52,0.95,0.98,0.67,0.67
super-tux.csv,0.42,0.58,0.65,0.41,0.52,0.67,0.62,0.52,0.43,0.51,0.46,0.36,0.6,0.47,0.5,0.73,0.47,0.38,0.45
synergyspace.csv,0.97,0.65,0.9,0.6,0.62,0.69,0.72,0.53,0.95,0.8,0.71,0.81,0.94,0.95,0.45,0.46,0.99,0.56,0.51
wikipediardware.csv,0.4,0.45,0.38,0.39,0.42,0.46,0.44,0.46,0.48,0.41,0.46,0.34,0.43,0.42,0.32,0.39,0.42,0.41,0.43
xtreemfs.csv,0.5,0.59,0.88,0.41,0.55,0.57,0.79,0.64,0.44,0.47,0.57,0.47,0.9,0.54,0.37,0.42,0.61,0.54,0.49
