,f1,g,recall,precision,pf,wins
bulmages.csv,0.25,0.18,0.15,0.33,0.1,2
codeblocks.csv,0.42,0.53,0.61,0.54,0.51,13
grisbi.csv,0.61,0.58,0.88,0.5,0.78,16
libmesh.csv,0.17,0.17,0.14,0.38,0.23,1
panda3d.csv,0.46,0.43,0.44,0.44,0.33,9
proftp.csv,0.28,0.19,0.16,0.53,0.19,3
red5.csv,0.59,0.47,0.8,0.5,0.79,10
skia.csv,0.42,0.46,0.41,0.57,0.29,12
soar.csv,0.62,0.0,1.0,0.49,1.0,5
super-tux.csv,0.51,0.57,0.77,0.45,0.7,14
t-2.csv,0.46,0.45,0.54,0.54,0.63,7
tart.csv,0.41,0.46,0.56,0.51,0.5,8
tcvp.csv,0.03,0.02,0.02,0.26,0.04,0
tencompetence.csv,0.32,0.34,0.3,0.5,0.3,6
utgb.csv,0.42,0.46,0.42,0.5,0.23,11
xbrlapi.csv,0.3,0.31,0.27,0.48,0.27,4
zemljanka.csv,0.63,0.46,0.89,0.49,0.8,15
