,zscreen.csv,popeye-chess.csv,ossbuild.csv,quarkplayer.csv,turbotrader-bos.csv,omseek.csv,kml.csv,virtuoso.csv,gdis.csv,biodwh.csv,genoviz.csv
biodwh.csv,0.83,0.56,0.52,0.97,0.5,0.75,0.48,0.39,0.43,0.78,0.43
gdis.csv,0.64,0.6,0.57,0.56,0.48,0.5,0.51,0.63,0.33,0.67,0.92
genoviz.csv,0.75,0.86,0.5,0.92,0.79,0.88,0.0,0.9,0.67,0.65,0.78
kml.csv,0.49,0.56,0.42,0.4,0.43,0.43,0.41,0.39,0.42,0.38,0.32
omseek.csv,0.8,0.83,0.0,0.92,0.6,0.69,0.0,0.75,0.75,0.44,0.88
ossbuild.csv,0.51,0.55,0.99,0.59,0.58,0.68,0.8,0.89,0.75,0.72,0.37
popeye-chess.csv,0.58,0.43,0.45,0.45,0.49,0.57,0.55,0.38,0.36,0.87,0.61
quarkplayer.csv,0.92,0.7,0.58,0.87,0.81,0.67,0.46,0.72,0.73,0.92,0.83
turbotrader-bos.csv,0.61,0.5,0.55,0.69,0.49,0.85,0.52,0.33,0.39,0.52,0.4
virtuoso.csv,0.4,0.43,0.0,0.44,0.53,0.48,0.33,0.7,0.34,0.43,0.45
zscreen.csv,0.53,0.54,0.55,0.41,0.46,0.56,0.5,0.56,0.51,0.47,0.35
